ts,metric,endpoint,symbol,interval,value,source
2025-01-09 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,27315.522471756605,synthetic-test
2025-01-10 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,28401.024404186333,synthetic-test
2025-01-11 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,29464.987045136124,synthetic-test
2025-01-12 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,30509.24160755653,synthetic-test
2025-01-13 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,31634.20813426091,synthetic-test
2025-01-14 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,32697.745248547035,synthetic-test
2025-01-15 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,33771.74667217747,synthetic-test
2025-01-16 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,34835.43730051469,synthetic-test
2025-01-17 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,35869.5164413149,synthetic-test
2025-01-18 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,36691.155328343484,synthetic-test
2025-01-19 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,37699.51743608454,synthetic-test
2025-01-20 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,38643.898240199625,synthetic-test
2025-01-21 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,39515.91414443562,synthetic-test
2025-01-22 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,40684.0958063657,synthetic-test
2025-01-23 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,41856.995340454276,synthetic-test
2025-01-24 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,42992.917400483835,synthetic-test
2025-01-25 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,44018.43874216942,synthetic-test
2025-01-26 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,45153.50125426469,synthetic-test
2025-01-27 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,46154.70657232487,synthetic-test
2025-01-28 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,47174.98630001464,synthetic-test
2025-01-29 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,48065.639162968444,synthetic-test
2025-01-30 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,49105.338293418325,synthetic-test
2025-01-31 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,50111.37688626077,synthetic-test
2025-02-01 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,50981.111674577325,synthetic-test
2025-02-02 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,51975.99196339567,synthetic-test
2025-02-03 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,52968.019007009985,synthetic-test
2025-02-04 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,54147.77512367445,synthetic-test
2025-02-05 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,55237.196456525795,synthetic-test
2025-02-06 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,56238.34100043494,synthetic-test
2025-02-07 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,57263.219731415054,synthetic-test
2025-02-08 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,58267.640969225475,synthetic-test
2025-02-09 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,59247.34957074592,synthetic-test
2025-02-10 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,60139.10685100709,synthetic-test
2025-02-11 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,61124.001663246396,synthetic-test
2025-02-12 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,62049.39183758114,synthetic-test
2025-02-13 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,62924.360283688824,synthetic-test
2025-02-14 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,63975.48246514358,synthetic-test
2025-02-15 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,65014.6089311369,synthetic-test
2025-02-16 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,65835.93818000008,synthetic-test
2025-02-17 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,66823.66971625057,synthetic-test
2025-02-18 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,67923.23985484056,synthetic-test
2025-02-19 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,69029.16222873019,synthetic-test
2025-02-20 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,70131.7459130187,synthetic-test
2025-02-21 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,71135.63723370885,synthetic-test
2025-02-22 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,72051.13270091194,synthetic-test
2025-02-23 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,72942.76281817614,synthetic-test
2025-02-24 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,73977.22330865117,synthetic-test
2025-02-25 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,75015.15131208769,synthetic-test
2025-02-26 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,76143.8844232482,synthetic-test
2025-02-27 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,77253.8823882824,synthetic-test
2025-02-28 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,78240.65952262928,synthetic-test
2025-03-01 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,79116.2389347432,synthetic-test
2025-03-02 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,80084.32827504212,synthetic-test
2025-03-03 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,81106.05139452318,synthetic-test
2025-03-04 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,82085.84306998424,synthetic-test
2025-03-05 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,83028.05365917648,synthetic-test
2025-03-06 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,84053.34214067347,synthetic-test
2025-03-07 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,85002.94636653241,synthetic-test
2025-03-08 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,85940.13975815987,synthetic-test
2025-03-09 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,86971.28504159022,synthetic-test
2025-03-10 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,87931.0857835773,synthetic-test
2025-03-11 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,88955.49622247514,synthetic-test
2025-03-12 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,89982.81662476035,synthetic-test
2025-03-13 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,90868.87372465119,synthetic-test
2025-03-14 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,91820.74961226464,synthetic-test
2025-03-15 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,92964.52730625629,synthetic-test
2025-03-16 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,93848.31935498286,synthetic-test
2025-03-17 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,94636.6539100858,synthetic-test
2025-03-18 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,95450.46939476156,synthetic-test
2025-03-19 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,96453.38038941922,synthetic-test
2025-03-20 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,97456.4721172225,synthetic-test
2025-03-21 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,98444.71103167998,synthetic-test
2025-03-22 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,99566.13001457283,synthetic-test
2025-03-23 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,100298.84657126253,synthetic-test
2025-03-24 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,101338.43995870561,synthetic-test
2025-03-25 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,102494.58377888596,synthetic-test
2025-03-26 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,103381.8057023968,synthetic-test
2025-03-27 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,104343.8250512178,synthetic-test
2025-03-28 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,105268.53585949495,synthetic-test
2025-03-29 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,106179.1012548872,synthetic-test
2025-03-30 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,107146.4750543849,synthetic-test
2025-03-31 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,108289.22358275334,synthetic-test
2025-04-01 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,109472.9622503021,synthetic-test
2025-04-02 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,110439.36832779807,synthetic-test
2025-04-03 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,111629.87434920452,synthetic-test
2025-04-04 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,112633.43199690297,synthetic-test
2025-04-05 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,113808.80109957309,synthetic-test
2025-04-06 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,114799.47123460774,synthetic-test
2025-04-07 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,115812.57701721236,synthetic-test
2025-04-08 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,116849.12446447664,synthetic-test
2025-04-09 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,118167.0098324134,synthetic-test
2025-04-10 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,119252.13838989788,synthetic-test
2025-04-11 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,120181.41193690273,synthetic-test
2025-04-12 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,121278.31172393032,synthetic-test
2025-04-13 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,122242.12847022188,synthetic-test
2025-04-14 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,123193.15345193176,synthetic-test
2025-04-15 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,124284.01358792097,synthetic-test
2025-04-16 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,125287.12214669808,synthetic-test
2025-04-17 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,126314.97973814925,synthetic-test
2025-04-18 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,127316.37826033578,synthetic-test
2025-04-19 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,128350.03657299632,synthetic-test
2025-04-20 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,129392.53316273994,synthetic-test
2025-04-21 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,130198.8364694694,synthetic-test
2025-04-22 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,131265.49373633036,synthetic-test
2025-04-23 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,132167.29179434734,synthetic-test
2025-04-24 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,133023.0618807914,synthetic-test
2025-04-25 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,134017.22075640556,synthetic-test
2025-04-26 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,135025.618856737,synthetic-test
2025-04-27 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,135956.26824027978,synthetic-test
2025-04-28 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,137039.37142604656,synthetic-test
2025-04-29 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,137905.15390940948,synthetic-test
2025-04-30 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,138864.45953453222,synthetic-test
2025-05-01 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,139805.9721210389,synthetic-test
2025-05-02 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,140801.31339400497,synthetic-test
2025-05-03 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,141829.1998224697,synthetic-test
2025-05-04 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,142728.41052750734,synthetic-test
2025-05-05 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,143800.83879525296,synthetic-test
2025-05-06 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,144807.13903208642,synthetic-test
2025-05-07 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,145617.9444067552,synthetic-test
2025-05-08 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,146422.0852627155,synthetic-test
2025-05-09 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,147420.85333342256,synthetic-test
2025-05-10 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,148398.75660164392,synthetic-test
2025-05-11 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,149388.41459028647,synthetic-test
2025-05-12 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,150385.61634463345,synthetic-test
2025-05-13 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,151408.17232858448,synthetic-test
2025-05-14 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,152502.9372895693,synthetic-test
2025-05-15 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,153391.82679947754,synthetic-test
2025-05-16 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,154274.62964018746,synthetic-test
2025-05-17 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,155165.29725439873,synthetic-test
2025-05-18 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,156194.1889211156,synthetic-test
2025-05-19 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,157318.68365898024,synthetic-test
2025-05-20 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,158275.5497151563,synthetic-test
2025-05-21 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,159025.37973074033,synthetic-test
2025-05-22 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,159854.9804444793,synthetic-test
2025-05-23 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,160771.6767721997,synthetic-test
2025-05-24 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,161715.90388345017,synthetic-test
2025-05-25 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,162675.0650207247,synthetic-test
2025-05-26 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,163678.9231330228,synthetic-test
2025-05-27 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,164647.74849994056,synthetic-test
2025-05-28 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,165752.6824609949,synthetic-test
2025-05-29 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,166685.08073042677,synthetic-test
2025-05-30 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,167598.8489344792,synthetic-test
2025-05-31 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,168646.73648833125,synthetic-test
2025-06-01 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,169493.17228133863,synthetic-test
2025-06-02 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,170532.14145187062,synthetic-test
2025-06-03 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,171542.39677024324,synthetic-test
2025-06-04 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,172527.65252125144,synthetic-test
2025-06-05 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,173686.48013196635,synthetic-test
2025-06-06 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,174624.25938743688,synthetic-test
2025-06-07 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,175830.2892044893,synthetic-test
2025-06-08 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,176807.74605956647,synthetic-test
2025-06-09 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,177680.04441506945,synthetic-test
2025-06-10 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,178687.03637316893,synthetic-test
2025-06-11 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,179579.41185313705,synthetic-test
2025-06-12 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,180504.2362683557,synthetic-test
2025-06-13 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,181543.93959835725,synthetic-test
2025-06-14 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,182599.49780722227,synthetic-test
2025-06-15 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,183537.28103719684,synthetic-test
2025-06-16 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,184636.02155170147,synthetic-test
2025-06-17 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,185751.7723275036,synthetic-test
2025-06-18 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,186895.40250315992,synthetic-test
2025-06-19 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,187948.34384387248,synthetic-test
2025-06-20 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,189084.68671508104,synthetic-test
2025-06-21 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,189896.60687228365,synthetic-test
2025-06-22 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,190864.8162174208,synthetic-test
2025-06-23 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,191778.11569178847,synthetic-test
2025-06-24 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,192790.0382779012,synthetic-test
2025-06-25 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,193732.89335598153,synthetic-test
2025-06-26 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,194716.27757178657,synthetic-test
2025-06-27 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,195904.49505980697,synthetic-test
2025-06-28 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,196887.52308016494,synthetic-test
2025-06-29 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,197928.90231188395,synthetic-test
2025-06-30 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,198905.67537889152,synthetic-test
2025-07-01 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,199913.2467076872,synthetic-test
2025-07-02 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,200913.84837573083,synthetic-test
2025-07-03 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,201958.68078232816,synthetic-test
2025-07-04 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,203075.21153588287,synthetic-test
2025-07-05 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,204239.9509356432,synthetic-test
2025-07-06 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,205270.91294383412,synthetic-test
2025-07-07 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,206329.86763243767,synthetic-test
2025-07-08 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,207214.78118151912,synthetic-test
2025-07-09 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,208205.99350727757,synthetic-test
2025-07-10 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,209300.02245376594,synthetic-test
2025-07-11 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,210386.61931760766,synthetic-test
2025-07-12 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,211407.78029088717,synthetic-test
2025-07-13 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,212496.41968684396,synthetic-test
2025-07-14 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,213545.49635774334,synthetic-test
2025-07-15 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,214665.52698356926,synthetic-test
2025-07-16 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,215694.46289926497,synthetic-test
2025-07-17 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,216658.89306770786,synthetic-test
2025-07-18 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,217692.47719340117,synthetic-test
2025-07-19 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,218399.4177558159,synthetic-test
2025-07-20 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,219437.7063294544,synthetic-test
2025-07-21 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,220072.86504693291,synthetic-test
2025-07-22 00:00:00+00:00,stablecoin_reserve,stablecoin-total-exchange-reserve,btc,day,220900.51870619238,synthetic-test
