generated_at,horizon,regime_state,close,ret_pred,projected_price,raw_probability,calibrated_probability,calibration_delta,direction_next,raw_side,calibrated_side,ret_side,projected_side,ret_alignment_bucket,projected_alignment_bucket,calibration_key,used_regime_key
2026-03-17T03:07:57.436248+00:00,8h,trend_ignition,75186.1,0.009549038484692574,75907.49378931154,0.8494511097669601,0.6261687143536188,-0.22328239541334138,up,up,up,up,up,both_match,both_match,8h@trend_ignition,True
2026-03-17T03:11:49.613613+00:00,12h,trend_ignition,75186.1,0.012363506481051445,76121.4339238739,0.34598773364613794,0.6497241131852883,0.3037363795391504,up,down,up,up,up,calibration_fixed_mismatch,calibration_fixed_mismatch,12h@trend_ignition,True
2026-03-17T03:11:49.613613+00:00,1h,trend_ignition,75186.1,-0.004373273346573114,74858.00857249455,0.3815103031017564,0.5818340584410511,0.2003237553392947,up,down,up,down,down,calibration_introduced_mismatch,calibration_introduced_mismatch,1h@trend_ignition,True
2026-03-17T03:11:49.613613+00:00,4h,trend_ignition,75186.1,0.0032385755330324173,75429.99057974841,0.6765523552506542,0.6554487257253802,-0.021103629525274004,up,up,up,up,up,both_match,both_match,4h@trend_ignition,True
2026-03-17T03:11:49.613613+00:00,8h,trend_ignition,75186.1,0.009549038484692574,75907.49378931154,0.8494511097669601,0.6261687143536188,-0.22328239541334138,up,up,up,up,up,both_match,both_match,8h@trend_ignition,True
2026-03-17T03:28:09.038462+00:00,12h,trend_ignition,75186.1,0.012363506481051445,76121.4339238739,0.34598773364613794,0.6497241131852883,0.3037363795391504,up,down,up,up,up,calibration_fixed_mismatch,calibration_fixed_mismatch,12h@trend_ignition,True
2026-03-17T03:28:09.038462+00:00,1h,trend_ignition,75186.1,-0.004373273346573114,74858.00857249455,0.3815103031017564,0.5818340584410511,0.2003237553392947,up,down,up,down,down,calibration_introduced_mismatch,calibration_introduced_mismatch,1h@trend_ignition,True
2026-03-17T03:28:09.038462+00:00,4h,trend_ignition,75186.1,0.0032385755330324173,75429.99057974841,0.6765523552506542,0.6554487257253802,-0.021103629525274004,up,up,up,up,up,both_match,both_match,4h@trend_ignition,True
2026-03-17T03:28:09.038462+00:00,8h,trend_ignition,75186.1,0.009549038484692574,75907.49378931154,0.8494511097669601,0.6261687143536188,-0.22328239541334138,up,up,up,up,up,both_match,both_match,8h@trend_ignition,True
2026-03-17T03:38:54.301216+00:00,12h,trend_ignition,75186.1,0.012363506481051445,76121.4339238739,0.34598773364613794,0.6497241131852883,0.3037363795391504,up,down,up,up,up,calibration_fixed_mismatch,calibration_fixed_mismatch,12h@trend_ignition,True
2026-03-17T03:38:54.301216+00:00,1h,trend_ignition,75186.1,-0.004373273346573114,74858.00857249455,0.3815103031017564,0.5818340584410511,0.2003237553392947,up,down,up,down,down,calibration_introduced_mismatch,calibration_introduced_mismatch,1h@trend_ignition,True
2026-03-17T03:38:54.301216+00:00,4h,trend_ignition,75186.1,0.0032385755330324173,75429.99057974841,0.6765523552506542,0.6554487257253802,-0.021103629525274004,up,up,up,up,up,both_match,both_match,4h@trend_ignition,True
2026-03-17T03:38:54.301216+00:00,8h,trend_ignition,75186.1,0.009549038484692574,75907.49378931154,0.8494511097669601,0.6261687143536188,-0.22328239541334138,up,up,up,up,up,both_match,both_match,8h@trend_ignition,True
2026-03-17T03:46:02.011243+00:00,12h,trend_ignition,75186.1,0.012363506481051445,76121.4339238739,0.34598773364613794,0.6497241131852883,0.3037363795391504,up,down,up,up,up,calibration_fixed_mismatch,calibration_fixed_mismatch,12h@trend_ignition,True
2026-03-17T03:46:02.011243+00:00,1h,trend_ignition,75186.1,-0.004373273346573114,74858.00857249455,0.3815103031017564,0.5818340584410511,0.2003237553392947,up,down,up,down,down,calibration_introduced_mismatch,calibration_introduced_mismatch,1h@trend_ignition,True
2026-03-17T03:46:02.011243+00:00,4h,trend_ignition,75186.1,0.0032385755330324173,75429.99057974841,0.6765523552506542,0.6554487257253802,-0.021103629525274004,up,up,up,up,up,both_match,both_match,4h@trend_ignition,True
2026-03-17T03:46:02.011243+00:00,8h,trend_ignition,75186.1,0.009549038484692574,75907.49378931154,0.8494511097669601,0.6261687143536188,-0.22328239541334138,up,up,up,up,up,both_match,both_match,8h@trend_ignition,True
2026-03-17T03:54:45.505926+00:00,12h,trend_ignition,75186.1,0.012363506481051445,76121.4339238739,0.34598773364613794,0.6497241131852883,0.3037363795391504,up,down,up,up,up,calibration_fixed_mismatch,calibration_fixed_mismatch,12h@trend_ignition,True
2026-03-17T03:54:45.505926+00:00,1h,trend_ignition,75186.1,-0.004373273346573114,74858.00857249455,0.3815103031017564,0.5818340584410511,0.2003237553392947,down,down,up,down,down,calibration_introduced_mismatch,calibration_introduced_mismatch,1h@trend_ignition,True
2026-03-17T03:54:45.505926+00:00,4h,trend_ignition,75186.1,0.0032385755330324173,75429.99057974841,0.6765523552506542,0.6554487257253802,-0.021103629525274004,up,up,up,up,up,both_match,both_match,4h@trend_ignition,True
2026-03-17T03:54:45.505926+00:00,8h,trend_ignition,75186.1,0.009549038484692574,75907.49378931154,0.8494511097669601,0.6261687143536188,-0.22328239541334138,up,up,up,up,up,both_match,both_match,8h@trend_ignition,True
2026-03-17T04:09:11.421348+00:00,12h,trend_ignition,74494.9,0.01009992603212595,75251.10536060356,0.3623948313246501,0.6528230901901952,0.29042825886554513,up,down,up,up,up,calibration_fixed_mismatch,calibration_fixed_mismatch,12h@trend_ignition,True
2026-03-17T04:09:11.421348+00:00,1h,trend_ignition,74494.9,-0.006303857080638409,74026.77185385718,0.31223645264452154,0.46305851802823245,0.1508220653837109,down,down,down,down,down,both_match,both_match,1h,False
2026-03-17T04:09:11.421348+00:00,4h,trend_ignition,74494.9,-0.0035781541373580694,74228.8220831395,0.2638044267708513,0.03209420545324332,-0.231710221317608,down,down,down,down,down,both_match,both_match,4h,False
2026-03-17T04:09:11.421348+00:00,8h,trend_ignition,74494.9,0.0032385443337261677,74736.54611591414,0.8033178926755985,0.6944511274827191,-0.10886676519287941,up,up,up,up,up,both_match,both_match,8h,False
2026-03-17T04:18:45.197478+00:00,12h,trend_ignition,74494.9,0.01009992603212595,75251.10536060356,0.3623948313246501,0.6528230901901952,0.29042825886554513,up,down,up,up,up,calibration_fixed_mismatch,calibration_fixed_mismatch,12h@trend_ignition,True
2026-03-17T04:18:45.197478+00:00,1h,trend_ignition,74494.9,-0.006303857080638409,74026.77185385718,0.31223645264452154,0.46305851802823245,0.1508220653837109,down,down,down,down,down,both_match,both_match,1h,False
2026-03-17T04:18:45.197478+00:00,4h,trend_ignition,74494.9,-0.0035781541373580694,74228.8220831395,0.2638044267708513,0.03209420545324332,-0.231710221317608,down,down,down,down,down,both_match,both_match,4h,False
2026-03-17T04:18:45.197478+00:00,8h,trend_ignition,74494.9,0.0032385443337261677,74736.54611591414,0.8033178926755985,0.6944511274827191,-0.10886676519287941,up,up,up,up,up,both_match,both_match,8h,False
2026-03-17T04:22:49.168427+00:00,12h,trend_ignition,74494.9,0.01009992603212595,75251.10536060356,0.3623948313246501,0.6528230901901952,0.29042825886554513,up,down,up,up,up,calibration_fixed_mismatch,calibration_fixed_mismatch,12h@trend_ignition,True
2026-03-17T04:22:49.168427+00:00,1h,trend_ignition,74494.9,-0.006303857080638409,74026.77185385718,0.31223645264452154,0.46305851802823245,0.1508220653837109,down,down,down,down,down,both_match,both_match,1h,False
2026-03-17T04:22:49.168427+00:00,4h,trend_ignition,74494.9,-0.0035781541373580694,74228.8220831395,0.2638044267708513,0.03209420545324332,-0.231710221317608,down,down,down,down,down,both_match,both_match,4h,False
2026-03-17T04:22:49.168427+00:00,8h,trend_ignition,74494.9,0.0032385443337261677,74736.54611591414,0.8033178926755985,0.6944511274827191,-0.10886676519287941,up,up,up,up,up,both_match,both_match,8h,False
2026-03-17T04:26:59.939785+00:00,12h,trend_ignition,74494.9,0.01009992603212595,75251.10536060356,0.3623948313246501,0.6528230901901952,0.29042825886554513,up,down,up,up,up,calibration_fixed_mismatch,calibration_fixed_mismatch,12h@trend_ignition,True
2026-03-17T04:26:59.939785+00:00,1h,trend_ignition,74494.9,-0.006303857080638409,74026.77185385718,0.31223645264452154,0.46305851802823245,0.1508220653837109,down,down,down,down,down,both_match,both_match,1h,False
2026-03-17T04:26:59.939785+00:00,4h,trend_ignition,74494.9,-0.0035781541373580694,74228.8220831395,0.2638044267708513,0.03209420545324332,-0.231710221317608,down,down,down,down,down,both_match,both_match,4h,False
2026-03-17T04:26:59.939785+00:00,8h,trend_ignition,74494.9,0.0032385443337261677,74736.54611591414,0.8033178926755985,0.6944511274827191,-0.10886676519287941,up,up,up,up,up,both_match,both_match,8h,False
2026-03-17T04:29:06.628723+00:00,12h,trend_ignition,74494.9,0.01009992603212595,75251.10536060356,0.3623948313246501,0.6528230901901952,0.29042825886554513,up,down,up,up,up,calibration_fixed_mismatch,calibration_fixed_mismatch,12h@trend_ignition,True
2026-03-17T04:29:06.628723+00:00,1h,trend_ignition,74494.9,-0.006303857080638409,74026.77185385718,0.31223645264452154,0.46305851802823245,0.1508220653837109,down,down,down,down,down,both_match,both_match,1h,False
2026-03-17T04:29:06.628723+00:00,4h,trend_ignition,74494.9,-0.0035781541373580694,74228.8220831395,0.2638044267708513,0.03209420545324332,-0.231710221317608,down,down,down,down,down,both_match,both_match,4h,False
2026-03-17T04:29:06.628723+00:00,8h,trend_ignition,74494.9,0.0032385443337261677,74736.54611591414,0.8033178926755985,0.6944511274827191,-0.10886676519287941,up,up,up,up,up,both_match,both_match,8h,False
2026-03-17T04:58:12.013504+00:00,12h,trend_ignition,74494.9,0.01009992603212595,75251.10536060356,0.3623948313246501,0.6528230901901952,0.29042825886554513,up,down,up,up,up,calibration_fixed_mismatch,calibration_fixed_mismatch,12h@trend_ignition,True
2026-03-17T04:58:12.013504+00:00,1h,trend_ignition,74494.9,-0.006303857080638409,74026.77185385718,0.31223645264452154,0.46305851802823245,0.1508220653837109,down,down,down,down,down,both_match,both_match,1h,False
2026-03-17T04:58:12.013504+00:00,4h,trend_ignition,74494.9,-0.0035781541373580694,74228.8220831395,0.2638044267708513,0.03209420545324332,-0.231710221317608,down,down,down,down,down,both_match,both_match,4h,False
2026-03-17T04:58:12.013504+00:00,8h,trend_ignition,74494.9,0.0032385443337261677,74736.54611591414,0.8033178926755985,0.6944511274827191,-0.10886676519287941,up,up,up,up,up,both_match,both_match,8h,False
2026-03-17T05:02:26.679464+00:00,12h,trend_ignition,74222.96,0.0022158711217343807,74387.61086881554,0.36670951205885177,0.6536255947225786,0.28691608266372687,up,down,up,up,up,calibration_fixed_mismatch,calibration_fixed_mismatch,12h@trend_ignition,True
2026-03-17T05:02:26.679464+00:00,1h,trend_ignition,74222.96,-0.002551608020439744,74033.81351642853,0.3706241954456676,0.47993736016512517,0.10931316471945757,down,down,down,down,down,both_match,both_match,1h,False
2026-03-17T05:02:26.679464+00:00,4h,trend_ignition,74222.96,-0.00937102735042572,73530.66344302312,0.26833000194649986,0.03307966344832872,-0.23525033849817115,down,down,down,down,down,both_match,both_match,4h,False
2026-03-17T05:02:26.679464+00:00,8h,trend_ignition,74222.96,-0.001137004466727376,74138.61612171595,0.5625966034616189,0.40146867879377807,-0.16112792466784082,down,up,down,down,down,calibration_fixed_mismatch,calibration_fixed_mismatch,8h,False
2026-03-17T06:00:38.459384+00:00,12h,trend_ignition,74222.96,0.0022158711217343807,74387.61086881554,0.36670951205885177,0.6536255947225786,0.28691608266372687,up,down,up,up,up,calibration_fixed_mismatch,calibration_fixed_mismatch,12h@trend_ignition,True
2026-03-17T06:00:38.459384+00:00,1h,trend_ignition,74222.96,-0.002551608020439744,74033.81351642853,0.3706241954456676,0.47993736016512517,0.10931316471945757,down,down,down,down,down,both_match,both_match,1h,False
2026-03-17T06:00:38.459384+00:00,4h,trend_ignition,74222.96,-0.00937102735042572,73530.66344302312,0.26833000194649986,0.03307966344832872,-0.23525033849817115,down,down,down,down,down,both_match,both_match,4h,False
2026-03-17T06:00:38.459384+00:00,8h,trend_ignition,74222.96,-0.001137004466727376,74138.61612171595,0.5625966034616189,0.40146867879377807,-0.16112792466784082,down,up,down,down,down,calibration_fixed_mismatch,calibration_fixed_mismatch,8h,False
2026-03-17T06:18:13.308543+00:00,12h,neutral,74060.93,-0.0009281157981604338,73992.22476897758,0.14002602419187002,0.8963066116697569,0.7562805874778868,down,down,up,down,down,calibration_introduced_mismatch,calibration_introduced_mismatch,12h@neutral,True
2026-03-17T06:18:13.308543+00:00,1h,neutral,74060.93,-0.0017213044920936227,73933.55824274037,0.3884746089577675,0.5723254189628108,0.18385081000504327,down,down,up,down,down,calibration_introduced_mismatch,calibration_introduced_mismatch,1h@neutral,True
2026-03-17T06:18:13.308543+00:00,4h,neutral,74060.93,-0.013698735274374485,73053.30626825061,0.6090968363370682,0.7911584413157802,0.18206160497871193,up,up,up,down,down,both_mismatch,both_mismatch,4h@neutral,True
2026-03-17T06:18:13.308543+00:00,8h,neutral,74060.93,-0.004584549926221371,73722.17109073763,0.636441099507713,0.7842943187513456,0.1478532192436326,up,up,up,down,down,both_mismatch,both_mismatch,8h@neutral,True
2026-03-17T06:23:52.393266+00:00,12h,neutral,74060.93,-0.0009281157981604338,73992.22476897758,0.14002602419187002,0.8963066116697569,0.7562805874778868,down,down,up,down,down,calibration_introduced_mismatch,calibration_introduced_mismatch,12h@neutral,True
2026-03-17T06:23:52.393266+00:00,1h,neutral,74060.93,-0.0017213044920936227,73933.55824274037,0.3884746089577675,0.5723254189628108,0.18385081000504327,down,down,up,down,down,calibration_introduced_mismatch,calibration_introduced_mismatch,1h@neutral,True
2026-03-17T06:23:52.393266+00:00,4h,neutral,74060.93,-0.013698735274374485,73053.30626825061,0.6090968363370682,0.7911584413157802,0.18206160497871193,up,up,up,down,down,both_mismatch,both_mismatch,4h@neutral,True
2026-03-17T06:23:52.393266+00:00,8h,neutral,74060.93,-0.004584549926221371,73722.17109073763,0.636441099507713,0.7842943187513456,0.1478532192436326,up,up,up,down,down,both_mismatch,both_mismatch,8h@neutral,True
2026-03-17T06:29:17.051553+00:00,12h,neutral,74060.93,-0.0009281157981604338,73992.22476897758,0.14002602419187002,0.8963066116697569,0.7562805874778868,down,down,up,down,down,calibration_introduced_mismatch,calibration_introduced_mismatch,12h@neutral,True
2026-03-17T06:29:17.051553+00:00,1h,neutral,74060.93,-0.0017213044920936227,73933.55824274037,0.3884746089577675,0.5723254189628108,0.18385081000504327,down,down,up,down,down,calibration_introduced_mismatch,calibration_introduced_mismatch,1h@neutral,True
2026-03-17T06:29:17.051553+00:00,4h,neutral,74060.93,-0.013698735274374485,73053.30626825061,0.6090968363370682,0.7911584413157802,0.18206160497871193,down,up,up,down,down,both_mismatch,both_mismatch,4h@neutral,True
2026-03-17T06:29:17.051553+00:00,8h,neutral,74060.93,-0.004584549926221371,73722.17109073763,0.636441099507713,0.7842943187513456,0.1478532192436326,down,up,up,down,down,both_mismatch,both_mismatch,8h@neutral,True
2026-03-17T06:35:57.333333+00:00,12h,neutral,74060.93,-0.0009281157981604338,73992.22476897758,0.14002602419187002,0.8963066116697569,0.7562805874778868,down,down,up,down,down,calibration_introduced_mismatch,calibration_introduced_mismatch,12h@neutral,True
2026-03-17T06:35:57.333333+00:00,1h,neutral,74060.93,-0.0017213044920936227,73933.55824274037,0.3884746089577675,0.5723254189628108,0.18385081000504327,down,down,up,down,down,calibration_introduced_mismatch,calibration_introduced_mismatch,1h@neutral,True
2026-03-17T06:35:57.333333+00:00,4h,neutral,74060.93,-0.013698735274374485,73053.30626825061,0.6090968363370682,0.7911584413157802,0.18206160497871193,down,up,up,down,down,both_mismatch,both_mismatch,4h@neutral,True
2026-03-17T06:35:57.333333+00:00,8h,neutral,74060.93,-0.004584549926221371,73722.17109073763,0.636441099507713,0.7842943187513456,0.1478532192436326,down,up,up,down,down,both_mismatch,both_mismatch,8h@neutral,True
2026-03-17T06:45:30.843087+00:00,12h,neutral,74060.93,-0.0009281157981604338,73992.22476897758,0.14002602419187002,0.8963066116697569,0.7562805874778868,down,down,up,down,down,calibration_introduced_mismatch,calibration_introduced_mismatch,12h@neutral,True
2026-03-17T06:45:30.843087+00:00,1h,neutral,74060.93,-0.0017213044920936227,73933.55824274037,0.3884746089577675,0.5723254189628108,0.18385081000504327,down,down,up,down,down,calibration_introduced_mismatch,calibration_introduced_mismatch,1h@neutral,True
2026-03-17T06:45:30.843087+00:00,4h,neutral,74060.93,-0.013698735274374485,73053.30626825061,0.6090968363370682,0.7911584413157802,0.18206160497871193,down,up,up,down,down,both_mismatch,both_mismatch,4h@neutral,True
2026-03-17T06:45:30.843087+00:00,8h,neutral,74060.93,-0.004584549926221371,73722.17109073763,0.636441099507713,0.7842943187513456,0.1478532192436326,down,up,up,down,down,both_mismatch,both_mismatch,8h@neutral,True
2026-03-17T17:03:16.122128+00:00,12h,trend_ignition,74214.66,-0.0010451097041368484,74137.13805516934,0.11510994541079829,0.3976500651952116,0.28254011978441335,down,down,down,down,down,both_match,both_match,12h,False
2026-03-17T17:03:16.122128+00:00,1h,trend_ignition,74214.66,0.0025984388776123524,74407.75301939194,0.2991672527383674,0.45907382624780957,0.15990657350944215,up,down,down,up,up,both_mismatch,both_mismatch,1h,False
2026-03-17T17:03:16.122128+00:00,4h,trend_ignition,74214.66,0.0043843029998242855,74540.75388130902,0.9539406349261602,0.887552472814934,-0.06638816211122622,up,up,up,up,up,both_match,both_match,4h,False
2026-03-17T17:03:16.122128+00:00,8h,trend_ignition,74214.66,-0.00032670097425580025,74190.41795843886,0.4480543964067086,0.29205074715518736,-0.15600364925152121,down,down,down,down,down,both_match,both_match,8h,False
2026-03-17T17:33:02.080271+00:00,12h,trend_ignition,74214.66,-0.0010451097041368484,74137.13805516934,0.11510994541079829,0.3976500651952116,0.28254011978441335,down,down,down,down,down,both_match,both_match,12h,False
2026-03-17T17:33:02.080271+00:00,1h,trend_ignition,74214.66,0.0025984388776123524,74407.75301939194,0.2991672527383674,0.45907382624780957,0.15990657350944215,up,down,down,up,up,both_mismatch,both_mismatch,1h,False
2026-03-17T17:33:02.080271+00:00,4h,trend_ignition,74214.66,0.0043843029998242855,74540.75388130902,0.9539406349261602,0.887552472814934,-0.06638816211122622,up,up,up,up,up,both_match,both_match,4h,False
2026-03-17T17:33:02.080271+00:00,8h,trend_ignition,74214.66,-0.00032670097425580025,74190.41795843886,0.4480543964067086,0.29205074715518736,-0.15600364925152121,down,down,down,down,down,both_match,both_match,8h,False
2026-03-17T17:40:13.644040+00:00,12h,trend_ignition,74214.66,-0.0010451097041368484,74137.13805516934,0.11510994541079829,0.3976500651952116,0.28254011978441335,down,down,down,down,down,both_match,both_match,12h,False
2026-03-17T17:40:13.644040+00:00,1h,trend_ignition,74214.66,0.0025984388776123524,74407.75301939194,0.2991672527383674,0.45907382624780957,0.15990657350944215,up,down,down,up,up,both_mismatch,both_mismatch,1h,False
2026-03-17T17:40:13.644040+00:00,4h,trend_ignition,74214.66,0.0043843029998242855,74540.75388130902,0.9539406349261602,0.887552472814934,-0.06638816211122622,up,up,up,up,up,both_match,both_match,4h,False
2026-03-17T17:40:13.644040+00:00,8h,trend_ignition,74214.66,-0.00032670097425580025,74190.41795843886,0.4480543964067086,0.29205074715518736,-0.15600364925152121,down,down,down,down,down,both_match,both_match,8h,False
2026-03-17T17:51:58.223190+00:00,1h,trend_ignition,74214.66,0.0025984388776123524,74407.75301939194,0.2991672527383674,0.45907382624780957,0.15990657350944215,up,down,down,up,up,both_mismatch,both_mismatch,1h,False
2026-03-17T17:58:01.368911+00:00,12h,trend_ignition,74214.66,-0.0010451097041368484,74137.13805516934,0.11510994541079829,0.3976500651952116,0.28254011978441335,down,down,down,down,down,both_match,both_match,12h,False
2026-03-17T17:58:01.368911+00:00,1h,trend_ignition,74214.66,0.0025984388776123524,74407.75301939194,0.2991672527383674,0.45907382624780957,0.15990657350944215,up,down,down,up,up,both_mismatch,both_mismatch,1h,False
2026-03-17T17:58:01.368911+00:00,4h,trend_ignition,74214.66,0.0043843029998242855,74540.75388130902,0.9539406349261602,0.887552472814934,-0.06638816211122622,up,up,up,up,up,both_match,both_match,4h,False
2026-03-17T17:58:01.368911+00:00,8h,trend_ignition,74214.66,-0.00032670097425580025,74190.41795843886,0.4480543964067086,0.29205074715518736,-0.15600364925152121,down,down,down,down,down,both_match,both_match,8h,False
2026-03-17T21:27:22.294615+00:00,12h,neutral,74545.54,0.002068865578621626,74699.92434690997,0.39839042825836013,0.9256674001713333,0.5272769719129732,up,down,up,up,up,calibration_fixed_mismatch,calibration_fixed_mismatch,12h@neutral,True
2026-03-17T21:27:22.294615+00:00,1h,neutral,74545.54,0.00037113885628059506,74573.21188119394,0.267346803098917,0.46938757184607843,0.20204076874716143,up,down,down,up,up,both_mismatch,both_mismatch,1h@neutral,True
2026-03-17T21:27:22.294615+00:00,4h,neutral,74545.54,0.0030044284649193287,74769.84352553259,0.9563444798642938,0.9465696972305265,-0.009774782633767298,up,up,up,up,up,both_match,both_match,4h@neutral,True
2026-03-17T21:27:22.294615+00:00,8h,neutral,74545.54,0.0067947618663311005,75053.78393533661,0.7280473066599701,0.8442309433343614,0.11618363667439136,up,up,up,up,up,both_match,both_match,8h@neutral,True
