ts,active_addresses,transaction_count,hash_rate,market_cap
2025-10-02T02:59:59.999000Z,827248.0,346108.0,400.216,833215445989.0
2025-10-02T03:59:59.999000Z,815779.0,344363.0,387.492,830649432106.0
2025-10-02T04:59:59.999000Z,813948.0,338174.0,390.382,830996611765.0
2025-10-02T05:59:59.999000Z,824013.0,339022.0,399.928,833294560045.0
2025-10-02T06:59:59.999000Z,814110.0,341051.0,391.122,835486672975.0
2025-10-02T07:59:59.999000Z,817207.0,335563.0,391.12,834880527518.0
2025-10-02T08:59:59.999000Z,826281.0,349694.0,385.9,831992834918.0
2025-10-02T09:59:59.999000Z,820838.0,345473.0,383.97,832368053273.0
2025-10-02T10:59:59.999000Z,813401.0,343822.0,391.413,832761782585.0
2025-10-02T11:59:59.999000Z,824511.0,335118.0,394.158,833163924988.0
2025-10-02T12:59:59.999000Z,820387.0,336519.0,393.968,831377127976.0
2025-10-02T13:59:59.999000Z,830642.0,343739.0,390.13,835147222070.0
2025-10-02T14:59:59.999000Z,820483.0,351562.0,392.731,833889771501.0
2025-10-02T15:59:59.999000Z,829336.0,340816.0,383.536,833589664409.0
2025-10-02T16:59:59.999000Z,833521.0,346994.0,395.113,831340210604.0
2025-10-02T17:59:59.999000Z,820946.0,341546.0,393.708,834210495625.0
2025-10-02T18:59:59.999000Z,824789.0,343612.0,402.855,830503213983.0
2025-10-02T19:59:59.999000Z,828249.0,348173.0,393.109,833330345054.0
2025-10-02T20:59:59.999000Z,822564.0,341852.0,388.442,833571739492.0
2025-10-02T21:59:59.999000Z,828744.0,340395.0,392.983,835476498695.0
2025-10-02T22:59:59.999000Z,826804.0,348746.0,391.677,838867060230.0
2025-10-02T23:59:59.999000Z,827236.0,343173.0,395.567,836456301673.0
2025-10-03T00:59:59.999000Z,829233.0,347270.0,393.604,838414688354.0
2025-10-03T01:59:59.999000Z,829867.0,340077.0,387.244,837013973140.0
2025-10-03T02:59:59.999000Z,830848.0,348356.0,385.437,838179583682.0
2025-10-03T03:59:59.999000Z,827547.0,343734.0,395.001,839849918843.0
2025-10-03T04:59:59.999000Z,828273.0,344287.0,400.67,834878433630.0
2025-10-03T05:59:59.999000Z,830958.0,342980.0,394.218,834954593499.0
2025-10-03T06:59:59.999000Z,831824.0,340337.0,397.953,838093367344.0
2025-10-03T07:59:59.999000Z,830345.0,342255.0,399.014,836955576096.0
2025-10-03T08:59:59.999000Z,834646.0,340393.0,395.345,837611068595.0
2025-10-03T09:59:59.999000Z,824433.0,345901.0,389.998,836880691708.0
2025-10-03T10:59:59.999000Z,830330.0,341149.0,395.105,836393405429.0
2025-10-03T11:59:59.999000Z,833052.0,335872.0,400.219,841035578546.0
2025-10-03T12:59:59.999000Z,830636.0,335035.0,396.888,835802678459.0
2025-10-03T13:59:59.999000Z,843520.0,334739.0,398.032,839583757976.0
2025-10-03T14:59:59.999000Z,835921.0,344010.0,392.028,839468220244.0
2025-10-03T15:59:59.999000Z,837157.0,336822.0,393.377,835470740886.0
2025-10-03T16:59:59.999000Z,834297.0,342517.0,393.842,837176420368.0
2025-10-03T17:59:59.999000Z,837069.0,341750.0,394.224,837722019332.0
2025-10-03T18:59:59.999000Z,831499.0,340830.0,400.364,840386190124.0
2025-10-03T19:59:59.999000Z,837149.0,342727.0,382.829,838732771279.0
2025-10-03T20:59:59.999000Z,833728.0,341489.0,394.757,839505675752.0
2025-10-03T21:59:59.999000Z,837435.0,329897.0,394.244,836971764932.0
2025-10-03T22:59:59.999000Z,826426.0,339321.0,387.82,844749273890.0
2025-10-03T23:59:59.999000Z,833981.0,342194.0,398.07,840450415153.0
2025-10-04T00:59:59.999000Z,847331.0,346931.0,391.12,841516777935.0
2025-10-04T01:59:59.999000Z,844546.0,346990.0,392.988,839648452266.0
2025-10-04T02:59:59.999000Z,847365.0,334665.0,404.045,839635546679.0
2025-10-04T03:59:59.999000Z,848078.0,338590.0,399.877,844977435826.0
2025-10-04T04:59:59.999000Z,844867.0,333595.0,397.724,837530051683.0
2025-10-04T05:59:59.999000Z,839594.0,345808.0,396.778,842132376712.0
2025-10-04T06:59:59.999000Z,837021.0,343647.0,394.072,839363817866.0
2025-10-04T07:59:59.999000Z,848283.0,340864.0,404.911,841188717901.0
2025-10-04T08:59:59.999000Z,843207.0,339991.0,398.942,840934573417.0
2025-10-04T09:59:59.999000Z,855682.0,344712.0,391.198,840450992798.0
2025-10-04T10:59:59.999000Z,841707.0,343896.0,387.959,842706157192.0
2025-10-04T11:59:59.999000Z,853710.0,343543.0,397.805,837711676847.0
2025-10-04T12:59:59.999000Z,843367.0,340597.0,394.701,842429351507.0
2025-10-04T13:59:59.999000Z,851130.0,337231.0,387.843,843092469849.0
2025-10-04T14:59:59.999000Z,853225.0,341552.0,397.137,840767342112.0
2025-10-04T15:59:59.999000Z,839910.0,341603.0,393.652,846725298203.0
2025-10-04T16:59:59.999000Z,842877.0,337429.0,397.653,842723025789.0
2025-10-04T17:59:59.999000Z,840405.0,336639.0,397.209,843650168124.0
2025-10-04T18:59:59.999000Z,839682.0,342428.0,391.957,843154000711.0
2025-10-04T19:59:59.999000Z,849421.0,344400.0,398.159,844388713653.0
2025-10-04T20:59:59.999000Z,845348.0,334594.0,392.5,847381641426.0
2025-10-04T21:59:59.999000Z,846832.0,336385.0,392.818,849924988742.0
2025-10-04T22:59:59.999000Z,849582.0,338688.0,392.311,846683932049.0
2025-10-04T23:59:59.999000Z,837736.0,339075.0,400.617,847582426353.0
2025-10-05T00:59:59.999000Z,853672.0,334882.0,393.546,849053163686.0
2025-10-05T01:59:59.999000Z,845700.0,344347.0,401.796,846332001562.0
2025-10-05T02:59:59.999000Z,850307.0,338342.0,403.835,849188788677.0
2025-10-05T03:59:59.999000Z,850940.0,338618.0,391.206,847847189603.0
2025-10-05T04:59:59.999000Z,854874.0,343366.0,380.274,846764531405.0
2025-10-05T05:59:59.999000Z,847671.0,334371.0,400.079,847391473092.0
2025-10-05T06:59:59.999000Z,837745.0,335650.0,393.123,843262252471.0
2025-10-05T07:59:59.999000Z,848808.0,330824.0,390.476,847703677377.0
2025-10-05T08:59:59.999000Z,849677.0,334982.0,391.835,844246349405.0
2025-10-05T09:59:59.999000Z,843646.0,329547.0,392.675,844297760908.0
2025-10-05T10:59:59.999000Z,849690.0,338326.0,401.204,848148556576.0
2025-10-05T11:59:59.999000Z,847274.0,336844.0,395.484,845749183259.0
2025-10-05T12:59:59.999000Z,842485.0,333884.0,401.067,848177691505.0
2025-10-05T13:59:59.999000Z,852667.0,334419.0,397.083,848683399954.0
2025-10-05T14:59:59.999000Z,846593.0,337693.0,393.027,848987271416.0
2025-10-05T15:59:59.999000Z,847474.0,329929.0,392.581,847027596131.0
2025-10-05T16:59:59.999000Z,847280.0,335113.0,397.298,850847891913.0
2025-10-05T17:59:59.999000Z,855848.0,336918.0,398.548,849086762391.0
2025-10-05T18:59:59.999000Z,849536.0,326813.0,399.383,850362103492.0
2025-10-05T19:59:59.999000Z,850197.0,336503.0,393.043,847301801765.0
2025-10-05T20:59:59.999000Z,847652.0,326887.0,395.177,849552760371.0
2025-10-05T21:59:59.999000Z,852214.0,332933.0,397.169,852318740614.0
2025-10-05T22:59:59.999000Z,856683.0,328568.0,392.276,852279240784.0
2025-10-05T23:59:59.999000Z,853204.0,338763.0,388.465,848959027777.0
2025-10-06T00:59:59.999000Z,853419.0,328226.0,390.051,849677214173.0
2025-10-06T01:59:59.999000Z,853028.0,326069.0,392.818,849005660333.0
2025-10-06T02:59:59.999000Z,843099.0,333018.0,397.274,849884893065.0
2025-10-06T03:59:59.999000Z,845615.0,330643.0,400.195,848614246836.0
2025-10-06T04:59:59.999000Z,848957.0,326092.0,387.055,851350667138.0
2025-10-06T05:59:59.999000Z,846331.0,334026.0,390.782,853107902635.0
2025-10-06T06:59:59.999000Z,844608.0,323767.0,391.911,850486093098.0
2025-10-06T07:59:59.999000Z,840532.0,327398.0,397.604,852089521322.0
2025-10-06T08:59:59.999000Z,843114.0,329051.0,390.918,852044230251.0
2025-10-06T09:59:59.999000Z,848509.0,334369.0,391.336,854809911869.0
2025-10-06T10:59:59.999000Z,849382.0,336150.0,386.349,851690888277.0
2025-10-06T11:59:59.999000Z,845693.0,335186.0,395.749,851977983531.0
2025-10-06T12:59:59.999000Z,849973.0,329967.0,392.446,851650659583.0
2025-10-06T13:59:59.999000Z,847322.0,320676.0,389.902,851281907238.0
2025-10-06T14:59:59.999000Z,854848.0,331753.0,391.792,854829455093.0
2025-10-06T15:59:59.999000Z,848483.0,335875.0,398.64,853714952794.0
2025-10-06T16:59:59.999000Z,852661.0,334731.0,387.894,854308809877.0
2025-10-06T17:59:59.999000Z,850075.0,331450.0,388.622,856962410787.0
2025-10-06T18:59:59.999000Z,841920.0,324641.0,399.002,857291146846.0
2025-10-06T19:59:59.999000Z,848340.0,327099.0,393.028,851548288355.0
2025-10-06T20:59:59.999000Z,842471.0,336735.0,395.905,856350108607.0
2025-10-06T21:59:59.999000Z,847956.0,323133.0,394.47,855719322176.0
2025-10-06T22:59:59.999000Z,844610.0,324007.0,392.187,854558338222.0
2025-10-06T23:59:59.999000Z,850076.0,332166.0,390.524,856350278386.0
2025-10-07T00:59:59.999000Z,841278.0,326469.0,396.323,852455430292.0
2025-10-07T01:59:59.999000Z,847878.0,323263.0,397.874,859046658224.0
2025-10-07T02:59:59.999000Z,850474.0,333899.0,397.38,857364325602.0
2025-10-07T03:59:59.999000Z,851950.0,329427.0,385.926,854816988951.0
2025-10-07T04:59:59.999000Z,843382.0,325850.0,398.27,855589390266.0
2025-10-07T05:59:59.999000Z,847075.0,322589.0,389.847,853566619337.0
2025-10-07T06:59:59.999000Z,847683.0,335156.0,387.751,856557570755.0
2025-10-07T07:59:59.999000Z,854266.0,326662.0,390.567,856432461732.0
2025-10-07T08:59:59.999000Z,838884.0,332142.0,395.455,854960008893.0
2025-10-07T09:59:59.999000Z,841488.0,329920.0,393.885,859375797746.0
2025-10-07T10:59:59.999000Z,859811.0,324054.0,389.788,860588006989.0
2025-10-07T11:59:59.999000Z,844161.0,323877.0,395.134,858191562769.0
2025-10-07T12:59:59.999000Z,835801.0,331505.0,391.524,857846709022.0
2025-10-07T13:59:59.999000Z,842066.0,331361.0,387.837,859539535026.0
2025-10-07T14:59:59.999000Z,830849.0,317793.0,387.037,858841691024.0
2025-10-07T15:59:59.999000Z,845605.0,327290.0,392.503,856927849837.0
2025-10-07T16:59:59.999000Z,848150.0,324396.0,389.911,857997923915.0
2025-10-07T17:59:59.999000Z,839235.0,320536.0,383.317,858921307897.0
2025-10-07T18:59:59.999000Z,841125.0,325506.0,394.299,860221277636.0
2025-10-07T19:59:59.999000Z,847776.0,318849.0,387.529,859954123047.0
2025-10-07T20:59:59.999000Z,834077.0,322170.0,397.756,860566550280.0
2025-10-07T21:59:59.999000Z,835885.0,320629.0,382.644,857306330325.0
2025-10-07T22:59:59.999000Z,841009.0,321612.0,388.618,861896405540.0
2025-10-07T23:59:59.999000Z,838038.0,323112.0,385.882,860782590694.0
2025-10-08T00:59:59.999000Z,839973.0,319123.0,384.364,866090767153.0
2025-10-08T01:59:59.999000Z,834760.0,329265.0,386.664,860419467803.0
2025-10-08T02:59:59.999000Z,841780.0,324732.0,397.807,862050834549.0
2025-10-08T03:59:59.999000Z,839584.0,329724.0,389.525,867271326557.0
2025-10-08T04:59:59.999000Z,842692.0,321692.0,384.702,862209827970.0
2025-10-08T05:59:59.999000Z,840558.0,319923.0,379.368,861894922064.0
2025-10-08T06:59:59.999000Z,840192.0,328938.0,379.754,860264655893.0
2025-10-08T07:59:59.999000Z,831523.0,319378.0,385.526,865503123222.0
2025-10-08T08:59:59.999000Z,840807.0,320762.0,384.886,860336248547.0
2025-10-08T09:59:59.999000Z,836273.0,324141.0,386.779,863716321378.0
2025-10-08T10:59:59.999000Z,836672.0,316096.0,376.381,862122359490.0
2025-10-08T11:59:59.999000Z,842317.0,323677.0,387.125,862897947134.0
2025-10-08T12:59:59.999000Z,833043.0,322951.0,392.561,860635659766.0
2025-10-08T13:59:59.999000Z,842955.0,325480.0,395.375,866376434692.0
2025-10-08T14:59:59.999000Z,842974.0,323748.0,377.626,863340989071.0
2025-10-08T15:59:59.999000Z,839062.0,325173.0,382.926,861672551482.0
2025-10-08T16:59:59.999000Z,829936.0,319317.0,382.495,866813998990.0
2025-10-08T17:59:59.999000Z,823443.0,316093.0,387.327,863505967250.0
2025-10-08T18:59:59.999000Z,839298.0,327769.0,380.33,865388810829.0
2025-10-08T19:59:59.999000Z,833984.0,313008.0,394.67,866607512881.0
2025-10-08T20:59:59.999000Z,829219.0,313194.0,386.303,866077557369.0
2025-10-08T21:59:59.999000Z,838326.0,320946.0,385.296,860940747140.0
2025-10-08T22:59:59.999000Z,827658.0,324971.0,393.7,866928978345.0
2025-10-08T23:59:59.999000Z,829347.0,319015.0,385.479,865540997522.0
2025-10-09T00:59:59.999000Z,833589.0,322040.0,387.383,865287837399.0
2025-10-09T01:59:59.999000Z,824888.0,309845.0,381.447,865931120522.0
2025-10-09T02:59:59.999000Z,829395.0,315617.0,378.167,863132282593.0
2025-10-09T03:59:59.999000Z,834870.0,309905.0,381.785,866939466158.0
2025-10-09T04:59:59.999000Z,829956.0,320309.0,395.588,864028812375.0
2025-10-09T05:59:59.999000Z,834610.0,310785.0,387.632,866388077409.0
2025-10-09T06:59:59.999000Z,833508.0,311650.0,385.653,867474134580.0
2025-10-09T07:59:59.999000Z,827341.0,318605.0,379.21,869511212242.0
2025-10-09T08:59:59.999000Z,815077.0,320583.0,388.458,865925123839.0
2025-10-09T09:59:59.999000Z,820685.0,315488.0,376.922,870668413026.0
2025-10-09T10:59:59.999000Z,829480.0,318192.0,375.682,869859505239.0
2025-10-09T11:59:59.999000Z,817357.0,317851.0,380.529,867307208325.0
2025-10-09T12:59:59.999000Z,822916.0,314627.0,392.9,866148423288.0
2025-10-09T13:59:59.999000Z,825678.0,310899.0,392.421,865677844715.0
2025-10-09T14:59:59.999000Z,830767.0,317326.0,380.477,869308197607.0
2025-10-09T15:59:59.999000Z,819973.0,317309.0,379.162,867488988322.0
2025-10-09T16:59:59.999000Z,819055.0,318223.0,374.131,871560787172.0
2025-10-09T17:59:59.999000Z,821432.0,315685.0,382.52,868001189404.0
2025-10-09T18:59:59.999000Z,822867.0,309554.0,382.736,867756701514.0
2025-10-09T19:59:59.999000Z,819755.0,316780.0,385.669,870222741845.0
2025-10-09T20:59:59.999000Z,825184.0,313805.0,386.069,868580476714.0
2025-10-09T21:59:59.999000Z,815349.0,311672.0,380.32,870166383682.0
2025-10-09T22:59:59.999000Z,819350.0,312217.0,383.879,872317603976.0
2025-10-09T23:59:59.999000Z,820376.0,310428.0,377.385,870776050332.0
2025-10-10T00:59:59.999000Z,815547.0,316538.0,383.362,870979108061.0
2025-10-10T01:59:59.999000Z,821143.0,307104.0,377.928,871342677538.0
2025-10-10T02:59:59.999000Z,817081.0,308597.0,382.548,867741005029.0
2025-10-10T03:59:59.999000Z,819671.0,311051.0,381.928,872105307716.0
2025-10-10T04:59:59.999000Z,816084.0,318617.0,380.163,871835531305.0
2025-10-10T05:59:59.999000Z,816380.0,316176.0,383.574,873495101893.0
2025-10-10T06:59:59.999000Z,810719.0,305192.0,371.53,873114167508.0
2025-10-10T07:59:59.999000Z,810107.0,316959.0,373.837,871691483324.0
2025-10-10T08:59:59.999000Z,818760.0,316749.0,377.59,874352593510.0
2025-10-10T09:59:59.999000Z,815191.0,306454.0,371.501,871894562382.0
2025-10-10T10:59:59.999000Z,806273.0,300864.0,376.46,873165739402.0
2025-10-10T11:59:59.999000Z,811664.0,310461.0,376.396,872240309583.0
2025-10-10T12:59:59.999000Z,798260.0,315041.0,384.591,873976885611.0
2025-10-10T13:59:59.999000Z,806628.0,316717.0,378.528,872490726782.0
2025-10-10T14:59:59.999000Z,813670.0,306671.0,382.734,876728717190.0
2025-10-10T15:59:59.999000Z,807604.0,316966.0,378.866,877657814846.0
2025-10-10T16:59:59.999000Z,808183.0,300850.0,374.448,875560005559.0
2025-10-10T17:59:59.999000Z,791874.0,308094.0,377.564,877083322823.0
2025-10-10T18:59:59.999000Z,804357.0,307702.0,380.309,871110458351.0
2025-10-10T19:59:59.999000Z,807370.0,313786.0,382.395,871533843459.0
2025-10-10T20:59:59.999000Z,807364.0,314177.0,375.531,873920739827.0
2025-10-10T21:59:59.999000Z,809208.0,312608.0,367.719,874833131834.0
2025-10-10T22:59:59.999000Z,802703.0,303198.0,367.13,874540607493.0
2025-10-10T23:59:59.999000Z,802283.0,311860.0,373.849,871838644301.0
2025-10-11T00:59:59.999000Z,795808.0,310256.0,363.552,877611527301.0
2025-10-11T01:59:59.999000Z,800802.0,301346.0,383.976,879801702639.0
2025-10-11T02:59:59.999000Z,794873.0,299574.0,377.744,878239773599.0
2025-10-11T03:59:59.999000Z,791297.0,311807.0,371.338,878032863230.0
2025-10-11T04:59:59.999000Z,794467.0,306749.0,368.725,876497597341.0
2025-10-11T05:59:59.999000Z,806792.0,302143.0,379.169,874542424431.0
2025-10-11T06:59:59.999000Z,797252.0,306267.0,368.215,876556052545.0
2025-10-11T07:59:59.999000Z,799060.0,308372.0,368.445,880804262639.0
2025-10-11T08:59:59.999000Z,794750.0,306402.0,369.459,876070709966.0
2025-10-11T09:59:59.999000Z,787721.0,300344.0,373.61,876045877471.0
2025-10-11T10:59:59.999000Z,800712.0,313913.0,375.895,879351007871.0
2025-10-11T11:59:59.999000Z,784529.0,310209.0,378.503,879663880718.0
2025-10-11T12:59:59.999000Z,791975.0,304672.0,377.514,875800309226.0
2025-10-11T13:59:59.999000Z,793835.0,304655.0,372.04,877152240676.0
2025-10-11T14:59:59.999000Z,794622.0,307097.0,376.886,876849985516.0
2025-10-11T15:59:59.999000Z,789199.0,300966.0,368.174,878171248117.0
2025-10-11T16:59:59.999000Z,783004.0,306600.0,362.17,880416798514.0
2025-10-11T17:59:59.999000Z,787553.0,299814.0,367.663,876778405631.0
2025-10-11T18:59:59.999000Z,787181.0,304682.0,366.73,880742302220.0
2025-10-11T19:59:59.999000Z,786426.0,300119.0,367.344,878942260182.0
2025-10-11T20:59:59.999000Z,794511.0,300151.0,365.448,883566796965.0
2025-10-11T21:59:59.999000Z,782963.0,311038.0,367.68,879726996153.0
2025-10-11T22:59:59.999000Z,789908.0,304524.0,372.826,879069882394.0
2025-10-11T23:59:59.999000Z,788569.0,304950.0,378.041,880586994378.0
2025-10-12T00:59:59.999000Z,791956.0,295910.0,360.576,878936574873.0
2025-10-12T01:59:59.999000Z,785867.0,301403.0,362.502,876193077365.0
2025-10-12T02:59:59.999000Z,789869.0,305473.0,364.72,879474788177.0
2025-10-12T03:59:59.999000Z,784435.0,304243.0,372.242,879614897697.0
2025-10-12T04:59:59.999000Z,786854.0,294690.0,367.123,877113948692.0
2025-10-12T05:59:59.999000Z,776555.0,303976.0,364.262,880323053085.0
2025-10-12T06:59:59.999000Z,770269.0,304455.0,371.2,876504880875.0
2025-10-12T07:59:59.999000Z,784742.0,307967.0,372.131,880113140386.0
2025-10-12T08:59:59.999000Z,784406.0,300056.0,366.987,881464550520.0
2025-10-12T09:59:59.999000Z,784027.0,293554.0,362.732,881339624003.0
2025-10-12T10:59:59.999000Z,778427.0,298383.0,367.895,880491191346.0
2025-10-12T11:59:59.999000Z,787906.0,297830.0,365.107,881309390567.0
2025-10-12T12:59:59.999000Z,777567.0,305015.0,364.798,880078862930.0
2025-10-12T13:59:59.999000Z,781382.0,291052.0,363.17,881834581559.0
2025-10-12T14:59:59.999000Z,781667.0,299978.0,370.085,882094491271.0
2025-10-12T15:59:59.999000Z,786706.0,307328.0,366.436,880342598610.0
2025-10-12T16:59:59.999000Z,775950.0,301509.0,370.092,882842684207.0
2025-10-12T17:59:59.999000Z,773696.0,304922.0,371.322,882993782460.0
2025-10-12T18:59:59.999000Z,768901.0,294627.0,366.661,882301449752.0
2025-10-12T19:59:59.999000Z,783588.0,294646.0,361.558,887638354161.0
2025-10-12T20:59:59.999000Z,777371.0,306663.0,369.017,882676640908.0
2025-10-12T21:59:59.999000Z,776971.0,301181.0,365.867,882560754885.0
2025-10-12T22:59:59.999000Z,789736.0,301053.0,376.279,882435003979.0
2025-10-12T23:59:59.999000Z,775228.0,296032.0,364.535,881497864739.0
2025-10-13T00:59:59.999000Z,766547.0,300774.0,366.195,884970874108.0
2025-10-13T01:59:59.999000Z,771538.0,295655.0,363.881,882385301932.0
2025-10-13T02:59:59.999000Z,767108.0,304855.0,361.654,882779993403.0
2025-10-13T03:59:59.999000Z,769471.0,310890.0,360.576,882996874840.0
2025-10-13T04:59:59.999000Z,768911.0,301786.0,363.062,882260310719.0
2025-10-13T05:59:59.999000Z,767468.0,297184.0,363.916,880884239513.0
2025-10-13T06:59:59.999000Z,762919.0,289465.0,366.801,883616100626.0
2025-10-13T07:59:59.999000Z,777337.0,292738.0,362.292,886443588053.0
2025-10-13T08:59:59.999000Z,770362.0,305574.0,358.152,885245174133.0
2025-10-13T09:59:59.999000Z,767239.0,295117.0,358.55,888126019339.0
2025-10-13T10:59:59.999000Z,771658.0,297632.0,353.287,886659790032.0
2025-10-13T11:59:59.999000Z,769734.0,301619.0,367.925,886358167192.0
2025-10-13T12:59:59.999000Z,768272.0,304811.0,356.629,889227244481.0
2025-10-13T13:59:59.999000Z,769838.0,297970.0,363.889,885418710026.0
2025-10-13T14:59:59.999000Z,766609.0,297037.0,360.15,885889550475.0
2025-10-13T15:59:59.999000Z,768821.0,298831.0,360.001,885890208553.0
2025-10-13T16:59:59.999000Z,768773.0,295924.0,357.611,889149786721.0
2025-10-13T17:59:59.999000Z,765363.0,296032.0,353.974,886215654600.0
2025-10-13T18:59:59.999000Z,762997.0,299868.0,352.784,885061812034.0
2025-10-13T19:59:59.999000Z,771305.0,298857.0,365.984,887680790057.0
2025-10-13T20:59:59.999000Z,760824.0,306540.0,357.625,885019318227.0
2025-10-13T21:59:59.999000Z,764737.0,299667.0,362.395,887864503713.0
2025-10-13T22:59:59.999000Z,764423.0,302417.0,363.406,887770286676.0
2025-10-13T23:59:59.999000Z,758885.0,293429.0,354.141,886708162198.0
2025-10-14T00:59:59.999000Z,757479.0,299718.0,358.025,888362269348.0
2025-10-14T01:59:59.999000Z,759341.0,294631.0,355.845,884398058308.0
2025-10-14T02:59:59.999000Z,758247.0,299011.0,349.546,887841865031.0
2025-10-14T03:59:59.999000Z,753023.0,300092.0,354.117,886732020672.0
2025-10-14T04:59:59.999000Z,756667.0,297448.0,357.694,893522994667.0
2025-10-14T05:59:59.999000Z,760874.0,306789.0,351.973,888250336544.0
2025-10-14T06:59:59.999000Z,765497.0,302785.0,352.555,886885421432.0
2025-10-14T07:59:59.999000Z,761571.0,301698.0,353.024,885460418846.0
2025-10-14T08:59:59.999000Z,745440.0,299963.0,364.159,890965946600.0
2025-10-14T09:59:59.999000Z,761290.0,303878.0,344.142,887792473208.0
2025-10-14T10:59:59.999000Z,754945.0,290997.0,355.532,887046528972.0
2025-10-14T11:59:59.999000Z,759660.0,302148.0,351.468,889437813491.0
2025-10-14T12:59:59.999000Z,756990.0,292625.0,349.242,890199919671.0
2025-10-14T13:59:59.999000Z,755771.0,294258.0,350.766,890302937315.0
2025-10-14T14:59:59.999000Z,755904.0,298689.0,355.203,889208361747.0
2025-10-14T15:59:59.999000Z,755991.0,301305.0,355.199,889620348171.0
2025-10-14T16:59:59.999000Z,762520.0,291688.0,352.216,889898424134.0
2025-10-14T17:59:59.999000Z,755403.0,294185.0,356.46,890238797247.0
2025-10-14T18:59:59.999000Z,760639.0,296560.0,357.051,890546700059.0
2025-10-14T19:59:59.999000Z,759628.0,295360.0,354.499,892016027925.0
2025-10-14T20:59:59.999000Z,757988.0,299459.0,347.396,890069410305.0
2025-10-14T21:59:59.999000Z,745452.0,309726.0,352.309,888451695223.0
2025-10-14T22:59:59.999000Z,759709.0,297601.0,352.043,889924700162.0
2025-10-14T23:59:59.999000Z,751584.0,292926.0,345.179,891848085299.0
2025-10-15T00:59:59.999000Z,757207.0,290626.0,341.12,886893963772.0
2025-10-15T01:59:59.999000Z,748529.0,294457.0,338.564,887031264925.0
2025-10-15T02:59:59.999000Z,747237.0,291946.0,348.737,892554322466.0
2025-10-15T03:59:59.999000Z,762822.0,297527.0,349.588,893882265740.0
2025-10-15T04:59:59.999000Z,747942.0,297417.0,341.9,888435116602.0
2025-10-15T05:59:59.999000Z,758251.0,293710.0,352.749,891289176185.0
2025-10-15T06:59:59.999000Z,752915.0,303458.0,347.991,890411150530.0
2025-10-15T07:59:59.999000Z,750032.0,292534.0,353.688,890809803536.0
2025-10-15T08:59:59.999000Z,751726.0,294957.0,348.504,892062986437.0
2025-10-15T09:59:59.999000Z,745271.0,297953.0,341.031,888985880055.0
2025-10-15T10:59:59.999000Z,751541.0,298927.0,348.365,889476114832.0
2025-10-15T11:59:59.999000Z,746038.0,300434.0,349.135,891206207839.0
2025-10-15T12:59:59.999000Z,749325.0,297004.0,342.758,891635348194.0
2025-10-15T13:59:59.999000Z,755786.0,299462.0,337.997,889790805072.0
2025-10-15T14:59:59.999000Z,752297.0,292568.0,345.421,893737851062.0
2025-10-15T15:59:59.999000Z,743489.0,298873.0,339.627,891438496596.0
2025-10-15T16:59:59.999000Z,755040.0,298793.0,349.948,891544266438.0
2025-10-15T17:59:59.999000Z,750638.0,301201.0,342.021,893066720508.0
2025-10-15T18:59:59.999000Z,747861.0,288453.0,352.392,892356303730.0
2025-10-15T19:59:59.999000Z,754212.0,291478.0,332.861,894401005259.0
2025-10-15T20:59:59.999000Z,749558.0,298380.0,343.87,890970349843.0
