ts,open,high,low,close,volume
2025-10-02T11:59:59.999000Z,42383.78,42430.2,42370.64,42401.5,1300.61
2025-10-02T12:59:59.999000Z,42394.87,42410.3,42379.15,42403.37,1521.94
2025-10-02T13:59:59.999000Z,42366.66,42388.64,42347.29,42376.03,1469.36
2025-10-02T14:59:59.999000Z,42369.03,42380.93,42329.33,42349.15,1216.44
2025-10-02T15:59:59.999000Z,42386.07,42420.63,42350.43,42381.11,1576.15
2025-10-02T16:59:59.999000Z,42413.43,42442.79,42385.32,42416.61,1644.8
2025-10-02T17:59:59.999000Z,42451.41,42474.95,42438.37,42443.93,1879.25
2025-10-02T18:59:59.999000Z,42391.13,42427.89,42372.48,42422.74,1441.32
2025-10-02T19:59:59.999000Z,42436.63,42447.8,42413.08,42437.27,1419.19
2025-10-02T20:59:59.999000Z,42476.97,42501.04,42428.2,42447.01,1333.59
2025-10-02T21:59:59.999000Z,42462.63,42479.03,42451.73,42460.65,1531.3
2025-10-02T22:59:59.999000Z,42501.23,42533.96,42483.29,42500.21,1530.35
2025-10-02T23:59:59.999000Z,42521.9,42549.84,42496.33,42513.68,1378.31
2025-10-03T00:59:59.999000Z,42558.61,42577.03,42534.54,42545.17,1473.76
2025-10-03T01:59:59.999000Z,42522.06,42579.51,42494.37,42552.02,1203.2
2025-10-03T02:59:59.999000Z,42542.31,42601.81,42527.67,42567.55,1638.96
2025-10-03T03:59:59.999000Z,42599.72,42618.55,42573.9,42596.56,1384.4
2025-10-03T04:59:59.999000Z,42531.13,42566.13,42510.66,42541.85,1494.8
2025-10-03T05:59:59.999000Z,42552.13,42584.69,42501.12,42532.45,1286.0
2025-10-03T06:59:59.999000Z,42512.09,42529.28,42503.43,42516.82,1412.65
2025-10-03T07:59:59.999000Z,42465.23,42525.85,42456.81,42494.25,1458.06
2025-10-03T08:59:59.999000Z,42467.02,42493.96,42453.01,42486.04,1498.31
2025-10-03T09:59:59.999000Z,42507.19,42572.88,42489.25,42548.43,1571.96
2025-10-03T10:59:59.999000Z,42512.68,42544.68,42498.73,42516.19,1715.86
2025-10-03T11:59:59.999000Z,42554.3,42580.56,42526.4,42557.12,1609.91
2025-10-03T12:59:59.999000Z,42485.44,42511.67,42473.08,42491.81,1644.32
2025-10-03T13:59:59.999000Z,42496.4,42519.92,42472.67,42480.21,1716.92
2025-10-03T14:59:59.999000Z,42506.3,42515.85,42470.91,42488.32,1585.46
2025-10-03T15:59:59.999000Z,42510.62,42524.64,42482.42,42513.17,1494.49
2025-10-03T16:59:59.999000Z,42510.81,42555.92,42480.29,42542.83,1651.37
2025-10-03T17:59:59.999000Z,42584.82,42607.76,42548.56,42575.56,1660.95
2025-10-03T18:59:59.999000Z,42570.75,42589.01,42540.69,42562.42,1597.28
2025-10-03T19:59:59.999000Z,42549.18,42561.51,42517.81,42544.54,1281.81
2025-10-03T20:59:59.999000Z,42593.99,42625.47,42553.83,42579.27,1373.78
2025-10-03T21:59:59.999000Z,42554.36,42588.05,42542.33,42571.83,1458.77
2025-10-03T22:59:59.999000Z,42550.96,42569.34,42499.3,42520.82,1616.94
2025-10-03T23:59:59.999000Z,42460.93,42492.61,42432.81,42475.32,1496.8
2025-10-04T00:59:59.999000Z,42449.42,42459.87,42423.66,42438.18,1670.53
2025-10-04T01:59:59.999000Z,42432.2,42484.46,42407.58,42457.51,1697.29
2025-10-04T02:59:59.999000Z,42448.5,42480.91,42429.06,42462.46,1679.88
2025-10-04T03:59:59.999000Z,42511.89,42517.38,42469.05,42489.14,1680.83
2025-10-04T04:59:59.999000Z,42467.02,42504.85,42459.32,42470.93,1344.45
2025-10-04T05:59:59.999000Z,42488.57,42518.04,42450.98,42475.97,1572.4
2025-10-04T06:59:59.999000Z,42503.06,42529.77,42468.53,42499.51,1408.87
2025-10-04T07:59:59.999000Z,42483.89,42516.54,42474.65,42485.46,1252.64
2025-10-04T08:59:59.999000Z,42522.35,42554.55,42485.91,42501.89,1456.88
2025-10-04T09:59:59.999000Z,42469.84,42488.52,42463.38,42473.39,1698.71
2025-10-04T10:59:59.999000Z,42429.96,42480.0,42424.07,42456.67,1569.11
2025-10-04T11:59:59.999000Z,42426.99,42462.3,42392.3,42439.04,1802.67
2025-10-04T12:59:59.999000Z,42396.94,42409.96,42368.87,42388.67,1526.58
2025-10-04T13:59:59.999000Z,42411.39,42423.04,42389.79,42405.45,1867.17
2025-10-04T14:59:59.999000Z,42360.31,42392.23,42347.06,42383.82,1526.63
2025-10-04T15:59:59.999000Z,42370.43,42406.08,42336.03,42381.3,1503.37
2025-10-04T16:59:59.999000Z,42388.63,42425.78,42376.06,42397.35,1308.09
2025-10-04T17:59:59.999000Z,42406.4,42439.71,42379.63,42411.88,1666.58
2025-10-04T18:59:59.999000Z,42414.38,42449.51,42400.87,42435.02,1424.68
2025-10-04T19:59:59.999000Z,42418.03,42438.62,42410.92,42427.46,1402.94
2025-10-04T20:59:59.999000Z,42395.83,42425.37,42370.33,42406.76,1692.18
2025-10-04T21:59:59.999000Z,42411.24,42432.64,42394.62,42399.67,1673.73
2025-10-04T22:59:59.999000Z,42340.27,42372.84,42302.86,42328.13,1669.81
2025-10-04T23:59:59.999000Z,42263.89,42297.32,42251.38,42266.08,1445.67
2025-10-05T00:59:59.999000Z,42202.99,42241.35,42175.61,42208.87,1492.35
2025-10-05T01:59:59.999000Z,42166.66,42197.17,42136.47,42164.56,1491.02
2025-10-05T02:59:59.999000Z,42163.76,42209.95,42137.04,42176.01,1617.38
2025-10-05T03:59:59.999000Z,42117.93,42154.1,42112.2,42135.13,1733.03
2025-10-05T04:59:59.999000Z,42101.14,42121.66,42075.02,42115.24,1555.22
2025-10-05T05:59:59.999000Z,42152.81,42169.84,42118.11,42162.34,1796.23
2025-10-05T06:59:59.999000Z,42125.66,42159.82,42113.38,42143.11,1634.58
2025-10-05T07:59:59.999000Z,42169.97,42182.7,42154.31,42167.54,1464.78
2025-10-05T08:59:59.999000Z,42135.97,42146.07,42095.62,42125.02,1624.31
2025-10-05T09:59:59.999000Z,42087.74,42145.15,42077.93,42111.55,1755.89
2025-10-05T10:59:59.999000Z,42068.59,42079.45,42043.39,42068.21,1799.74
2025-10-05T11:59:59.999000Z,42045.93,42083.01,42018.28,42049.23,1678.03
2025-10-05T12:59:59.999000Z,42082.47,42110.29,42071.23,42077.35,1503.85
2025-10-05T13:59:59.999000Z,42002.5,42026.92,41980.88,42002.69,1467.5
2025-10-05T14:59:59.999000Z,41992.63,42039.72,41970.36,42014.44,1586.41
2025-10-05T15:59:59.999000Z,41999.32,42033.2,41985.22,42018.26,1751.1
2025-10-05T16:59:59.999000Z,41989.19,42013.58,41957.46,41988.75,1565.07
2025-10-05T17:59:59.999000Z,41940.54,41951.14,41915.23,41925.11,1568.18
2025-10-05T18:59:59.999000Z,41888.94,41955.29,41873.02,41922.15,1507.71
2025-10-05T19:59:59.999000Z,41900.28,41914.33,41864.63,41895.09,1450.82
2025-10-05T20:59:59.999000Z,41916.33,41928.98,41887.77,41898.48,1475.68
2025-10-05T21:59:59.999000Z,41891.12,41919.75,41861.48,41893.41,1520.31
2025-10-05T22:59:59.999000Z,41959.77,41984.46,41944.14,41951.51,1757.71
2025-10-05T23:59:59.999000Z,41925.4,41954.49,41905.72,41935.95,1464.04
2025-10-06T00:59:59.999000Z,41887.21,41912.97,41879.95,41889.0,1507.89
2025-10-06T01:59:59.999000Z,41865.84,41899.94,41840.5,41890.15,1370.19
2025-10-06T02:59:59.999000Z,41857.77,41918.13,41829.05,41892.93,1607.49
2025-10-06T03:59:59.999000Z,41955.42,41968.54,41910.78,41941.28,1705.0
2025-10-06T04:59:59.999000Z,41953.89,41981.85,41919.46,41968.67,1743.67
2025-10-06T05:59:59.999000Z,41970.11,41986.81,41944.95,41976.94,1530.5
2025-10-06T06:59:59.999000Z,42008.69,42044.46,41980.62,42029.48,1586.15
2025-10-06T07:59:59.999000Z,41954.82,41990.9,41934.64,41975.97,1476.97
2025-10-06T08:59:59.999000Z,41941.83,41963.06,41909.44,41944.43,1579.2
2025-10-06T09:59:59.999000Z,41890.52,41912.17,41866.2,41901.46,1547.09
2025-10-06T10:59:59.999000Z,41885.66,41896.45,41848.49,41879.99,1508.74
2025-10-06T11:59:59.999000Z,41825.88,41847.13,41807.03,41819.09,1520.66
2025-10-06T12:59:59.999000Z,41843.52,41852.39,41818.81,41838.71,1567.79
2025-10-06T13:59:59.999000Z,41827.67,41853.33,41797.19,41824.09,1455.88
2025-10-06T14:59:59.999000Z,41783.24,41816.56,41748.49,41759.58,1463.63
2025-10-06T15:59:59.999000Z,41697.32,41731.14,41685.98,41713.33,1756.1
2025-10-06T16:59:59.999000Z,41719.5,41752.35,41685.16,41720.32,1906.58
2025-10-06T17:59:59.999000Z,41765.35,41773.3,41730.33,41748.36,1319.34
2025-10-06T18:59:59.999000Z,41841.8,41848.08,41812.37,41822.83,1311.08
2025-10-06T19:59:59.999000Z,41912.73,41960.7,41897.79,41934.06,1356.43
2025-10-06T20:59:59.999000Z,41940.7,41973.22,41923.78,41945.39,1484.51
2025-10-06T21:59:59.999000Z,41921.03,41951.32,41876.96,41900.66,1634.37
2025-10-06T22:59:59.999000Z,41817.94,41824.64,41777.63,41810.32,1588.69
2025-10-06T23:59:59.999000Z,41819.0,41847.3,41781.47,41816.07,1525.8
2025-10-07T00:59:59.999000Z,41775.43,41794.99,41750.88,41778.69,1579.34
2025-10-07T01:59:59.999000Z,41751.57,41771.43,41725.57,41757.33,1396.19
2025-10-07T02:59:59.999000Z,41732.53,41742.72,41713.55,41728.21,1463.38
2025-10-07T03:59:59.999000Z,41714.27,41752.93,41683.55,41718.05,1496.99
2025-10-07T04:59:59.999000Z,41755.65,41763.2,41744.12,41756.29,1262.37
2025-10-07T05:59:59.999000Z,41759.47,41789.29,41750.1,41758.3,1325.8
2025-10-07T06:59:59.999000Z,41737.63,41771.99,41703.43,41747.8,1331.77
2025-10-07T07:59:59.999000Z,41710.34,41737.39,41671.43,41702.36,1614.62
2025-10-07T08:59:59.999000Z,41675.2,41701.55,41617.38,41631.49,1536.8
2025-10-07T09:59:59.999000Z,41581.64,41639.05,41556.38,41608.29,1591.66
2025-10-07T10:59:59.999000Z,41607.4,41617.92,41583.53,41602.54,1224.05
2025-10-07T11:59:59.999000Z,41658.4,41674.83,41643.71,41669.81,1277.46
2025-10-07T12:59:59.999000Z,41680.37,41703.33,41658.11,41671.71,1599.48
2025-10-07T13:59:59.999000Z,41708.57,41724.19,41698.79,41707.87,1083.2
2025-10-07T14:59:59.999000Z,41696.34,41705.05,41663.43,41684.91,1683.69
2025-10-07T15:59:59.999000Z,41652.31,41662.89,41616.28,41634.68,1226.5
2025-10-07T16:59:59.999000Z,41596.29,41611.24,41573.04,41593.4,1626.5
2025-10-07T17:59:59.999000Z,41578.87,41585.98,41550.43,41561.89,1366.71
2025-10-07T18:59:59.999000Z,41609.52,41651.4,41576.37,41644.69,1657.34
2025-10-07T19:59:59.999000Z,41633.52,41666.01,41585.51,41609.67,1981.22
2025-10-07T20:59:59.999000Z,41646.84,41661.2,41609.23,41641.22,1159.02
2025-10-07T21:59:59.999000Z,41619.45,41653.92,41595.0,41603.28,1604.31
2025-10-07T22:59:59.999000Z,41620.61,41672.84,41596.92,41638.91,1228.78
2025-10-07T23:59:59.999000Z,41640.39,41662.13,41609.9,41652.85,1564.02
2025-10-08T00:59:59.999000Z,41647.5,41673.94,41630.38,41645.31,1468.98
2025-10-08T01:59:59.999000Z,41642.33,41665.61,41631.48,41642.59,1519.47
2025-10-08T02:59:59.999000Z,41619.74,41645.46,41602.54,41615.49,1363.25
2025-10-08T03:59:59.999000Z,41648.89,41656.78,41619.43,41632.62,1617.08
2025-10-08T04:59:59.999000Z,41587.42,41624.55,41569.0,41613.9,1282.75
2025-10-08T05:59:59.999000Z,41579.15,41586.45,41549.76,41564.54,1686.25
2025-10-08T06:59:59.999000Z,41513.41,41536.53,41500.14,41513.28,1438.61
2025-10-08T07:59:59.999000Z,41517.18,41554.84,41492.73,41520.24,1289.6
2025-10-08T08:59:59.999000Z,41561.58,41608.81,41554.99,41583.65,1739.24
2025-10-08T09:59:59.999000Z,41598.04,41624.36,41575.28,41590.5,1489.9
2025-10-08T10:59:59.999000Z,41550.18,41620.93,41524.49,41586.39,1786.15
2025-10-08T11:59:59.999000Z,41608.39,41633.73,41588.39,41598.66,1683.2
2025-10-08T12:59:59.999000Z,41629.56,41658.15,41617.93,41651.94,1380.28
2025-10-08T13:59:59.999000Z,41662.75,41693.76,41650.93,41661.95,1487.25
2025-10-08T14:59:59.999000Z,41645.16,41662.89,41640.14,41646.95,1518.16
2025-10-08T15:59:59.999000Z,41710.38,41715.51,41673.62,41692.84,1728.95
2025-10-08T16:59:59.999000Z,41709.14,41732.04,41702.97,41711.82,1565.63
2025-10-08T17:59:59.999000Z,41764.87,41808.39,41751.68,41775.28,1526.44
2025-10-08T18:59:59.999000Z,41777.24,41797.56,41742.4,41784.84,1470.02
2025-10-08T19:59:59.999000Z,41757.39,41777.13,41705.74,41738.29,1492.42
2025-10-08T20:59:59.999000Z,41694.24,41704.45,41674.74,41686.2,1695.69
2025-10-08T21:59:59.999000Z,41749.27,41761.79,41734.97,41755.06,1500.56
2025-10-08T22:59:59.999000Z,41823.48,41834.44,41804.57,41827.03,1440.75
2025-10-08T23:59:59.999000Z,41799.56,41849.87,41769.22,41823.06,1415.32
2025-10-09T00:59:59.999000Z,41816.98,41847.9,41782.07,41811.15,1416.94
2025-10-09T01:59:59.999000Z,41846.82,41882.51,41838.03,41873.21,1289.69
2025-10-09T02:59:59.999000Z,41844.01,41857.66,41824.0,41832.73,1387.44
2025-10-09T03:59:59.999000Z,41802.86,41813.71,41783.43,41800.93,1724.76
2025-10-09T04:59:59.999000Z,41866.65,41872.45,41799.74,41830.84,1469.01
2025-10-09T05:59:59.999000Z,41802.93,41841.03,41771.46,41819.43,1605.66
2025-10-09T06:59:59.999000Z,41822.24,41849.77,41814.02,41823.78,1128.19
2025-10-09T07:59:59.999000Z,41848.95,41873.39,41799.75,41821.98,1585.25
2025-10-09T08:59:59.999000Z,41858.27,41874.91,41830.73,41840.4,1475.8
2025-10-09T09:59:59.999000Z,41891.36,41923.45,41865.77,41901.8,1427.78
2025-10-09T10:59:59.999000Z,41914.06,41921.88,41878.21,41910.7,1527.14
2025-10-09T11:59:59.999000Z,41941.94,41951.57,41923.27,41941.91,1425.63
2025-10-09T12:59:59.999000Z,41869.76,41902.71,41858.04,41865.53,1181.42
2025-10-09T13:59:59.999000Z,41858.9,41897.22,41836.52,41869.38,1638.34
2025-10-09T14:59:59.999000Z,41840.27,41874.3,41823.02,41841.61,1536.45
2025-10-09T15:59:59.999000Z,41775.02,41831.49,41745.69,41798.99,1452.91
2025-10-09T16:59:59.999000Z,41772.18,41796.67,41754.95,41770.16,1355.07
2025-10-09T17:59:59.999000Z,41769.99,41802.84,41732.0,41763.24,1279.52
2025-10-09T18:59:59.999000Z,41803.07,41823.99,41789.86,41806.48,1533.58
2025-10-09T19:59:59.999000Z,41735.96,41765.3,41726.24,41760.19,1742.02
2025-10-09T20:59:59.999000Z,41783.15,41790.03,41754.13,41768.32,1530.47
2025-10-09T21:59:59.999000Z,41761.47,41769.76,41749.96,41756.01,1292.59
2025-10-09T22:59:59.999000Z,41739.21,41757.96,41725.77,41750.1,1533.77
2025-10-09T23:59:59.999000Z,41793.33,41813.09,41768.53,41797.54,1492.0
2025-10-10T00:59:59.999000Z,41804.02,41852.57,41794.75,41826.53,1629.61
2025-10-10T01:59:59.999000Z,41872.25,41916.35,41863.91,41887.63,1591.01
2025-10-10T02:59:59.999000Z,41881.11,41911.88,41872.14,41889.17,1052.13
2025-10-10T03:59:59.999000Z,41887.61,41897.01,41861.86,41869.19,1581.79
2025-10-10T04:59:59.999000Z,41858.61,41895.64,41827.37,41868.2,1349.48
2025-10-10T05:59:59.999000Z,41895.59,41911.23,41852.66,41885.98,1286.74
2025-10-10T06:59:59.999000Z,41893.17,41906.63,41886.77,41901.24,1471.73
2025-10-10T07:59:59.999000Z,41869.89,41883.3,41838.36,41866.17,1561.65
2025-10-10T08:59:59.999000Z,41876.07,41893.11,41848.95,41878.19,1253.89
2025-10-10T09:59:59.999000Z,41908.91,41922.14,41860.91,41895.82,1605.69
2025-10-10T10:59:59.999000Z,41997.09,42034.46,41981.65,42005.11,1614.5
2025-10-10T11:59:59.999000Z,42065.27,42116.66,42051.71,42088.86,1507.05
2025-10-10T12:59:59.999000Z,42042.77,42089.36,42024.18,42063.5,1369.86
2025-10-10T13:59:59.999000Z,42052.87,42070.02,42022.17,42060.85,1353.09
2025-10-10T14:59:59.999000Z,41992.49,42040.46,41965.63,42011.23,1653.89
2025-10-10T15:59:59.999000Z,42002.74,42028.05,41977.44,41996.58,1273.32
2025-10-10T16:59:59.999000Z,42011.27,42029.11,41998.94,42018.26,1659.67
2025-10-10T17:59:59.999000Z,42111.23,42135.67,42048.8,42075.61,1475.22
2025-10-10T18:59:59.999000Z,42029.54,42075.12,41998.91,42055.61,1485.62
2025-10-10T19:59:59.999000Z,42041.71,42059.9,42021.66,42038.66,1243.79
2025-10-10T20:59:59.999000Z,41945.11,41970.39,41920.05,41962.03,1477.99
2025-10-10T21:59:59.999000Z,41957.42,41985.37,41940.42,41964.83,1592.04
2025-10-10T22:59:59.999000Z,41933.79,41941.78,41912.31,41931.67,1299.54
2025-10-10T23:59:59.999000Z,41884.97,41929.78,41864.23,41919.85,1574.8
2025-10-11T00:59:59.999000Z,41897.72,41906.7,41865.9,41894.17,1513.35
2025-10-11T01:59:59.999000Z,41928.35,41961.98,41865.49,41899.81,1403.44
2025-10-11T02:59:59.999000Z,41832.12,41852.47,41813.79,41838.93,1628.2
2025-10-11T03:59:59.999000Z,41793.58,41809.23,41774.41,41789.68,1169.66
2025-10-11T04:59:59.999000Z,41899.66,41914.32,41868.08,41884.29,1552.0
2025-10-11T05:59:59.999000Z,41839.77,41874.18,41830.75,41842.23,1742.92
2025-10-11T06:59:59.999000Z,41799.08,41829.68,41785.17,41807.79,1715.99
2025-10-11T07:59:59.999000Z,41856.55,41923.26,41848.96,41890.69,1558.47
2025-10-11T08:59:59.999000Z,42025.91,42039.91,41998.46,42016.29,1454.75
2025-10-11T09:59:59.999000Z,41977.12,41987.26,41967.1,41978.81,1404.63
2025-10-11T10:59:59.999000Z,41958.25,41995.13,41942.86,41973.44,1454.56
2025-10-11T11:59:59.999000Z,41998.33,42013.69,41967.62,41996.43,1581.57
2025-10-11T12:59:59.999000Z,42066.11,42103.92,42053.73,42074.87,1378.91
2025-10-11T13:59:59.999000Z,42036.71,42076.02,42013.36,42044.64,1613.61
2025-10-11T14:59:59.999000Z,42053.12,42072.3,42011.99,42044.03,1819.97
2025-10-11T15:59:59.999000Z,42064.19,42118.41,42042.19,42084.27,1490.72
2025-10-11T16:59:59.999000Z,42126.46,42148.05,42099.94,42110.75,1298.34
2025-10-11T17:59:59.999000Z,42083.77,42117.87,42068.43,42104.74,1298.29
2025-10-11T18:59:59.999000Z,42098.41,42128.02,42075.7,42108.35,1616.48
2025-10-11T19:59:59.999000Z,42091.09,42097.21,42042.05,42062.25,1491.04
2025-10-11T20:59:59.999000Z,42078.45,42107.57,42052.08,42061.54,1631.52
2025-10-11T21:59:59.999000Z,42061.08,42069.13,42041.22,42059.62,1419.95
2025-10-11T22:59:59.999000Z,42063.45,42091.82,42042.16,42077.56,1624.59
2025-10-11T23:59:59.999000Z,42055.97,42085.87,42042.95,42063.91,1476.26
2025-10-12T00:59:59.999000Z,42092.34,42098.63,42067.86,42091.24,1390.12
2025-10-12T01:59:59.999000Z,42140.68,42148.06,42133.01,42140.11,1439.85
2025-10-12T02:59:59.999000Z,42153.23,42180.48,42138.14,42154.6,1320.44
2025-10-12T03:59:59.999000Z,42176.36,42183.98,42147.23,42176.82,1798.4
2025-10-12T04:59:59.999000Z,42183.78,42206.31,42171.0,42187.0,1485.54
2025-10-12T05:59:59.999000Z,42173.3,42210.09,42150.14,42194.93,1596.68
2025-10-12T06:59:59.999000Z,42166.13,42185.72,42148.83,42173.88,1419.47
2025-10-12T07:59:59.999000Z,42207.94,42218.6,42179.73,42194.22,1342.21
2025-10-12T08:59:59.999000Z,42177.36,42225.79,42144.88,42197.89,1464.92
2025-10-12T09:59:59.999000Z,42286.19,42322.58,42270.89,42289.04,1665.18
2025-10-12T10:59:59.999000Z,42346.96,42368.46,42334.86,42359.26,1421.89
2025-10-12T11:59:59.999000Z,42383.51,42417.3,42349.56,42381.84,1369.42
2025-10-12T12:59:59.999000Z,42352.49,42381.17,42325.12,42358.32,1523.32
2025-10-12T13:59:59.999000Z,42342.85,42367.1,42295.23,42320.69,1574.85
2025-10-12T14:59:59.999000Z,42382.64,42408.94,42368.55,42375.04,1746.43
2025-10-12T15:59:59.999000Z,42372.43,42418.23,42363.49,42392.1,1553.06
2025-10-12T16:59:59.999000Z,42427.78,42457.37,42393.56,42417.71,1596.6
2025-10-12T17:59:59.999000Z,42342.54,42373.67,42331.26,42354.16,1607.89
2025-10-12T18:59:59.999000Z,42388.68,42418.33,42376.91,42397.33,1327.05
2025-10-12T19:59:59.999000Z,42426.13,42440.84,42393.05,42421.42,1355.5
2025-10-12T20:59:59.999000Z,42375.37,42390.9,42361.79,42382.74,1337.42
2025-10-12T21:59:59.999000Z,42382.84,42407.78,42362.3,42369.45,1300.18
2025-10-12T22:59:59.999000Z,42373.78,42391.4,42367.68,42385.4,1619.32
2025-10-12T23:59:59.999000Z,42383.43,42405.98,42365.13,42392.71,1543.51
2025-10-13T00:59:59.999000Z,42376.22,42393.89,42352.71,42386.07,1511.92
2025-10-13T01:59:59.999000Z,42378.3,42397.51,42347.24,42386.79,1111.09
2025-10-13T02:59:59.999000Z,42397.87,42422.03,42373.06,42381.38,1808.32
2025-10-13T03:59:59.999000Z,42401.41,42425.26,42381.08,42391.98,1365.86
2025-10-13T04:59:59.999000Z,42480.79,42498.42,42434.25,42455.14,1807.77
2025-10-13T05:59:59.999000Z,42390.61,42398.31,42340.67,42356.59,1282.61
2025-10-13T06:59:59.999000Z,42335.59,42369.05,42316.11,42351.05,1378.14
2025-10-13T07:59:59.999000Z,42362.9,42378.48,42329.12,42361.84,1169.57
2025-10-13T08:59:59.999000Z,42359.58,42403.84,42338.23,42377.22,1554.32
2025-10-13T09:59:59.999000Z,42354.03,42388.07,42336.58,42365.69,1334.81
2025-10-13T10:59:59.999000Z,42289.13,42318.33,42254.44,42298.58,1339.05
2025-10-13T11:59:59.999000Z,42298.8,42334.26,42291.84,42314.65,1294.12
2025-10-13T12:59:59.999000Z,42370.73,42420.5,42337.77,42386.51,1616.6
2025-10-13T13:59:59.999000Z,42325.55,42355.4,42305.5,42327.72,1606.72
2025-10-13T14:59:59.999000Z,42346.38,42384.54,42326.27,42364.63,1771.81
2025-10-13T15:59:59.999000Z,42366.29,42385.67,42321.0,42353.66,1397.14
2025-10-13T16:59:59.999000Z,42339.4,42358.96,42319.18,42353.17,1532.82
2025-10-13T17:59:59.999000Z,42354.96,42388.24,42294.67,42312.82,1306.6
2025-10-13T18:59:59.999000Z,42294.24,42315.59,42281.06,42301.01,1449.74
2025-10-13T19:59:59.999000Z,42355.46,42368.14,42329.62,42354.38,1422.17
2025-10-13T20:59:59.999000Z,42359.43,42413.84,42337.34,42378.86,1569.67
2025-10-13T21:59:59.999000Z,42474.71,42501.27,42437.69,42449.12,1652.55
2025-10-13T22:59:59.999000Z,42513.78,42520.2,42470.71,42496.99,1648.66
2025-10-13T23:59:59.999000Z,42519.58,42526.44,42490.81,42515.13,1373.58
2025-10-14T00:59:59.999000Z,42565.06,42591.03,42548.14,42585.27,1649.77
2025-10-14T01:59:59.999000Z,42606.17,42629.16,42597.88,42603.01,1493.39
2025-10-14T02:59:59.999000Z,42619.3,42643.26,42600.9,42636.12,1451.31
2025-10-14T03:59:59.999000Z,42645.98,42678.99,42618.87,42624.05,1393.72
2025-10-14T04:59:59.999000Z,42638.45,42671.56,42619.06,42626.31,1416.01
2025-10-14T05:59:59.999000Z,42599.26,42620.64,42579.91,42597.83,1761.35
2025-10-14T06:59:59.999000Z,42600.09,42660.13,42592.63,42636.63,1546.11
2025-10-14T07:59:59.999000Z,42573.79,42602.29,42560.52,42588.54,1526.19
2025-10-14T08:59:59.999000Z,42629.0,42635.92,42594.02,42618.68,1460.66
2025-10-14T09:59:59.999000Z,42627.91,42655.04,42595.46,42609.72,1866.9
2025-10-14T10:59:59.999000Z,42671.69,42679.74,42620.12,42655.05,1695.75
2025-10-14T11:59:59.999000Z,42659.51,42690.95,42627.02,42683.39,1391.84
