ts,metric,endpoint,symbol,interval,value,source
2025-02-03 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,51658.23997490771,synthetic-test
2025-02-04 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,52791.00858813448,synthetic-test
2025-02-05 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,53784.09479466186,synthetic-test
2025-02-06 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,54919.4533836188,synthetic-test
2025-02-07 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,55928.66604946221,synthetic-test
2025-02-08 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,56844.926227079464,synthetic-test
2025-02-09 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,57785.48619185959,synthetic-test
2025-02-10 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,58637.43254060309,synthetic-test
2025-02-11 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,59548.619155229724,synthetic-test
2025-02-12 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,60512.81748642228,synthetic-test
2025-02-13 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,61593.17598836014,synthetic-test
2025-02-14 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,62765.25297147674,synthetic-test
2025-02-15 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,63627.034819939036,synthetic-test
2025-02-16 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,64666.31756676503,synthetic-test
2025-02-17 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,65562.26317284927,synthetic-test
2025-02-18 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,66609.73288169559,synthetic-test
2025-02-19 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,67596.6242166268,synthetic-test
2025-02-20 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,68413.53363404205,synthetic-test
2025-02-21 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,69506.3633331989,synthetic-test
2025-02-22 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,70445.86326191803,synthetic-test
2025-02-23 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,71392.47323808067,synthetic-test
2025-02-24 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,72285.4979969517,synthetic-test
2025-02-25 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,73220.06966928295,synthetic-test
2025-02-26 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,74262.85871335244,synthetic-test
2025-02-27 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,75243.9342792588,synthetic-test
2025-02-28 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,76276.80047948705,synthetic-test
2025-03-01 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,77312.99266487993,synthetic-test
2025-03-02 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,78445.05883043275,synthetic-test
2025-03-03 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,79410.78021534631,synthetic-test
2025-03-04 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,80263.09443366174,synthetic-test
2025-03-05 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,81369.81667531894,synthetic-test
2025-03-06 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,82336.66785810921,synthetic-test
2025-03-07 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,83448.12710256696,synthetic-test
2025-03-08 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,84486.4648138852,synthetic-test
2025-03-09 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,85473.35106086486,synthetic-test
2025-03-10 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,86508.22865026949,synthetic-test
2025-03-11 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,87703.32990628212,synthetic-test
2025-03-12 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,88911.02795918749,synthetic-test
2025-03-13 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,89917.96607270076,synthetic-test
2025-03-14 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,90933.98513203247,synthetic-test
2025-03-15 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,92041.6091477791,synthetic-test
2025-03-16 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,92957.04304450237,synthetic-test
2025-03-17 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,93990.35008176419,synthetic-test
2025-03-18 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,94987.76379696881,synthetic-test
2025-03-19 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,96019.15461811457,synthetic-test
2025-03-20 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,96935.81773751962,synthetic-test
2025-03-21 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,97776.86098818872,synthetic-test
2025-03-22 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,98569.56264458959,synthetic-test
2025-03-23 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,99457.82423329062,synthetic-test
2025-03-24 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,100411.95670479668,synthetic-test
2025-03-25 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,101382.63754613181,synthetic-test
2025-03-26 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,102576.36066237476,synthetic-test
2025-03-27 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,103686.95999936548,synthetic-test
2025-03-28 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,104590.75088773132,synthetic-test
2025-03-29 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,105625.52173297641,synthetic-test
2025-03-30 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,106584.81390934138,synthetic-test
2025-03-31 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,107556.37752553736,synthetic-test
2025-04-01 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,108574.9100904789,synthetic-test
2025-04-02 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,109636.82720217643,synthetic-test
2025-04-03 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,110602.90135378802,synthetic-test
2025-04-04 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,111709.28650706146,synthetic-test
2025-04-05 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,112595.09268444723,synthetic-test
2025-04-06 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,113595.72659068345,synthetic-test
2025-04-07 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,114855.49396334303,synthetic-test
2025-04-08 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,115877.80193760556,synthetic-test
2025-04-09 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,117021.12338826618,synthetic-test
2025-04-10 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,118030.2754060835,synthetic-test
2025-04-11 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,119088.35311561648,synthetic-test
2025-04-12 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,120082.67479617722,synthetic-test
2025-04-13 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,121065.6340380608,synthetic-test
2025-04-14 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,121987.68579838827,synthetic-test
2025-04-15 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,123030.71593428402,synthetic-test
2025-04-16 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,123945.56221536544,synthetic-test
2025-04-17 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,125012.12073899679,synthetic-test
2025-04-18 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,126120.64943944137,synthetic-test
2025-04-19 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,127157.3025801651,synthetic-test
2025-04-20 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,128128.67770680953,synthetic-test
2025-04-21 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,129174.0742647404,synthetic-test
2025-04-22 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,130143.20695918576,synthetic-test
2025-04-23 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,131236.76167173227,synthetic-test
2025-04-24 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,132053.62106331077,synthetic-test
2025-04-25 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,133020.0603264989,synthetic-test
2025-04-26 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,133820.9791269865,synthetic-test
2025-04-27 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,134671.47304396378,synthetic-test
2025-04-28 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,135807.85926694516,synthetic-test
2025-04-29 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,136897.37776514233,synthetic-test
2025-04-30 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,137825.42974181386,synthetic-test
2025-05-01 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,138675.17939620977,synthetic-test
2025-05-02 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,139378.7265124256,synthetic-test
2025-05-03 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,140324.37696163234,synthetic-test
2025-05-04 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,141566.41846285708,synthetic-test
2025-05-05 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,142609.90689000345,synthetic-test
2025-05-06 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,143553.9496613985,synthetic-test
2025-05-07 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,144600.45768234855,synthetic-test
2025-05-08 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,145444.36184704912,synthetic-test
2025-05-09 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,146414.62951077937,synthetic-test
2025-05-10 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,147424.57725808094,synthetic-test
2025-05-11 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,148415.96719289882,synthetic-test
2025-05-12 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,149495.04780506782,synthetic-test
2025-05-13 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,150529.51232769142,synthetic-test
2025-05-14 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,151596.34492950223,synthetic-test
2025-05-15 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,152527.50770127916,synthetic-test
2025-05-16 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,153617.28924212023,synthetic-test
2025-05-17 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,154780.18293688263,synthetic-test
2025-05-18 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,155683.1679849175,synthetic-test
2025-05-19 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,156594.39841934605,synthetic-test
2025-05-20 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,157727.97685297808,synthetic-test
2025-05-21 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,158708.8424543086,synthetic-test
2025-05-22 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,159849.22459351525,synthetic-test
2025-05-23 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,160804.97102232603,synthetic-test
2025-05-24 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,161950.4755799531,synthetic-test
2025-05-25 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,162963.62416163366,synthetic-test
2025-05-26 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,163989.44704396592,synthetic-test
2025-05-27 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,165145.9188461329,synthetic-test
2025-05-28 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,166109.74179838848,synthetic-test
2025-05-29 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,167015.62958879597,synthetic-test
2025-05-30 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,167970.77316799315,synthetic-test
2025-05-31 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,169016.00656305745,synthetic-test
2025-06-01 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,169859.43065583942,synthetic-test
2025-06-02 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,170923.17774610454,synthetic-test
2025-06-03 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,171869.30061434276,synthetic-test
2025-06-04 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,172984.0818804161,synthetic-test
2025-06-05 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,173744.65584992606,synthetic-test
2025-06-06 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,174665.99927241565,synthetic-test
2025-06-07 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,175497.35245729223,synthetic-test
2025-06-08 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,176414.72951065583,synthetic-test
2025-06-09 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,177439.49610076673,synthetic-test
2025-06-10 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,178421.57343822176,synthetic-test
2025-06-11 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,179396.23568132697,synthetic-test
2025-06-12 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,180380.31719418897,synthetic-test
2025-06-13 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,181400.65601825097,synthetic-test
2025-06-14 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,182299.80241405667,synthetic-test
2025-06-15 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,183370.4873781466,synthetic-test
2025-06-16 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,184436.75397518513,synthetic-test
2025-06-17 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,185475.25776895075,synthetic-test
2025-06-18 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,186530.91111322588,synthetic-test
2025-06-19 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,187560.55291330675,synthetic-test
2025-06-20 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,188764.06024357985,synthetic-test
2025-06-21 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,189755.3508264746,synthetic-test
2025-06-22 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,190724.64250464115,synthetic-test
2025-06-23 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,191649.2897466054,synthetic-test
2025-06-24 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,192546.06347954762,synthetic-test
2025-06-25 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,193421.61630078751,synthetic-test
2025-06-26 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,194332.7365694644,synthetic-test
2025-06-27 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,195325.6685312992,synthetic-test
2025-06-28 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,196359.09804414897,synthetic-test
2025-06-29 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,197364.21225000417,synthetic-test
2025-06-30 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,198287.6587222612,synthetic-test
2025-07-01 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,199377.6771786632,synthetic-test
2025-07-02 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,200451.61844589328,synthetic-test
2025-07-03 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,201435.6536151511,synthetic-test
2025-07-04 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,202370.36200068463,synthetic-test
2025-07-05 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,203425.20479276762,synthetic-test
2025-07-06 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,204444.00215151624,synthetic-test
2025-07-07 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,205299.18942557473,synthetic-test
2025-07-08 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,206292.3913999763,synthetic-test
2025-07-09 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,207318.59498118373,synthetic-test
2025-07-10 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,208228.62550253497,synthetic-test
2025-07-11 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,209247.60984181872,synthetic-test
2025-07-12 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,210102.12759329294,synthetic-test
2025-07-13 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,211235.74620329417,synthetic-test
2025-07-14 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,212360.5412018001,synthetic-test
2025-07-15 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,213335.28946836983,synthetic-test
2025-07-16 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,214371.63490215375,synthetic-test
2025-07-17 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,215130.64270557376,synthetic-test
2025-07-18 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,216015.0079395472,synthetic-test
2025-07-19 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,216985.630047532,synthetic-test
2025-07-20 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,217878.41674538932,synthetic-test
2025-07-21 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,218949.8563936524,synthetic-test
2025-07-22 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,220149.5860467272,synthetic-test
2025-07-23 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,221031.92457478427,synthetic-test
2025-07-24 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,221948.17823437575,synthetic-test
2025-07-25 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,222971.72307120674,synthetic-test
2025-07-26 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,224132.8346860567,synthetic-test
2025-07-27 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,225010.59725480273,synthetic-test
2025-07-28 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,226035.50086703344,synthetic-test
2025-07-29 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,227217.63075211475,synthetic-test
2025-07-30 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,228052.45483729683,synthetic-test
2025-07-31 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,228924.34791661226,synthetic-test
2025-08-01 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,229881.98725596617,synthetic-test
2025-08-02 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,230829.92841468065,synthetic-test
2025-08-03 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,231911.18854345602,synthetic-test
2025-08-04 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,232935.3545154381,synthetic-test
2025-08-05 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,233757.8583094739,synthetic-test
2025-08-06 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,234809.399349764,synthetic-test
2025-08-07 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,235751.6454610284,synthetic-test
2025-08-08 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,236879.09018272255,synthetic-test
2025-08-09 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,237816.33142907885,synthetic-test
2025-08-10 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,238752.66990076864,synthetic-test
2025-08-11 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,239806.7830618491,synthetic-test
2025-08-12 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,240883.0757100828,synthetic-test
2025-08-13 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,241927.88564647644,synthetic-test
2025-08-14 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,242759.32591473797,synthetic-test
2025-08-15 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,243813.1293587308,synthetic-test
2025-08-16 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,244709.69855356336,synthetic-test
2025-08-17 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,245733.22616472217,synthetic-test
2025-08-18 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,246590.85272118228,synthetic-test
2025-08-19 00:00:00+00:00,exchange_netflow,btc-exchange-netflow,btc,day,247635.48493593658,synthetic-test
